Position_m,Density_t=0.00000000s,Density_t=0.00000000s,Density_t=0.00000000s,Density_t=0.00000000s,Density_t=0.00000000s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000005s,Density_t=0.00000005s,Density_t=0.00000005s,Density_t=0.00000005s
1.03,2e+17,2.0000000808546976e+17,2.0000533436731674e+17,2.0005944384674013e+17,2.0020566834815626e+17,2.004343419366915e+17,2.0071201498674477e+17,2.010080660928117e+17,2.0130166755282915e+17,2.0158067437058714e+17,2.0183895037068477e+17,2.020741003175283e+17,2.0228590789315738e+17,2.0247534639316982e+17,2.0264397943437504e+17,2.0279360932383987e+17,2.029260774360869e+17,2.0304315604382666e+17,2.031464943137026e+17,2.0323759582653994e+17,2.0331781399147766e+17,2.0338835720665642e+17,2.0345029894018864e+17,2.0350458991152e+17,2.035520707624788e+17,2.035934843331365e+17,2.036294870901364e+17,2.036606595096542e+17,2.0368751536370624e+17,2.037105099398164e+17,2.037300472661822e+17,2.037464864333747e+17,2.03760147109011e+17,2.0377131433967923e+17,2.0378024272825648e+17,2.0378716006679094e+17,2.0379227049656938e+17,2.0379575725857862e+17,2.037977850896714e+17,2.037985023125455e+17,2.03798042661203e+17,2.0379652687786726e+17,2.0379406411235824e+17,2.037907531506005e+17,2.03786683495196e+17,2.0378193631776806e+17,2.0377658530001046e+17,2.0377069737799446e+17,2.037643334022479e+17
1.0333333333333334,2e+17,2.0000000947252662e+17,2.0000582054513264e+17,2.0006314247592742e+17,2.002153916033429e+17,2.0045090679532266e+17,2.0073477726358602e+17,2.010358109545986e+17,2.0133312339508374e+17,2.0161472340196458e+17,2.018746843607594e+17,2.0211081162233978e+17,2.0232305896437898e+17,2.0251253607760074e+17,2.026809128191096e+17,2.028300729326034e+17,2.029619196423149e+17,2.030782719287941e+17,2.0318081409175334e+17,2.0327107604731386e+17,2.0335043086976563e+17,2.0342010156904288e+17,2.034811723957396e+17,2.0353460194822608e+17,2.035812365442781e+17,2.0362182302795187e+17,2.0365702060126605e+17,2.0368741151428637e+17,2.037135105858671e+17,2.0373577360269418e+17,2.037546046819989e+17,2.0377036269892342e+17,2.0378336688247773e+17,2.0379390168004125e+17,2.0380222098285613e+17,2.0380855179596413e+17,2.0381309742671622e+17,2.038160402569892e+17,2.0381754415590157e+17,2.038177565822856e+17,2.0381681041947072e+17,2.038148255790501e+17,2.0381191040517162e+17,2.0380816290645226e+17,2.0380367183878166e+17,2.0379851765898416e+17,2.0379277336648003e+17,2.0378650524766413e+17,2.0377977353564486e+17
1.0366666666666666,2e+17,2.000000110881727e+17,2.0000634813779885e+17,2.0006705021504045e+17,2.0022552061607165e+17,2.0046801292744803e+17,2.0075814419802384e+17,2.0106417063056326e+17,2.0136517168268326e+17,2.0164932519353613e+17,2.019109238240727e+17,2.0214797926303965e+17,2.0236061858181594e+17,2.025500895062759e+17,2.0271816885552582e+17,2.0286682200723958e+17,2.0299801394535613e+17,2.0311361012117472e+17,2.0321532966494547e+17,2.033047285065833e+17,2.0338319907057238e+17,2.034519786833673e+17,2.0351216210836854e+17,2.035647155805784e+17,2.0361049087831088e+17,2.036502386593985e+17,2.036846206940043e+17,2.0371422085943853e+17,2.03739554892979e+17,2.037610789680825e+17,2.0377919719263344e+17,2.0379426814017536e+17,2.0380661052556205e+17,2.0381650813064227e+17,2.0382421407671494e+17,2.0382995453046723e+17,2.0383393192001542e+17,2.0383632772808854e+17,2.0383730492061536e+17,2.0383701006110218e+17,2.0383557515423504e+17,2.0383311925605866e+17,2.0382974988280598e+17,2.03825564245893e+17,2.038206503366706e+17,2.0381508788115974e+17,2.0380894918211325e+17,2.0380229986328074e+17,2.0379519952864723e+17
1.04,2e+17,2.00000012968442e+17,2.0000692039683174e+17,2.0007117748198282e+17,2.002360695142722e+17,2.0048567413384816e+17,2.0078212732115907e+17,2.010931539208562e+17,2.013978186960101e+17,2.0168448393469936e+17,2.019476713046183e+17,2.0218560452770266e+17,2.0239858709394547e+17,2.025880063357144e+17,2.0275574669825725e+17,2.02903855344765e+17,2.0303435889338694e+17,2.0314916900196134e+17,2.0325003930816877e+17,2.0333855141865632e+17,2.034161167813932e+17,2.0348398673520387e+17,2.0354326627991104e+17,2.035949290397818e+17,2.0363983203442e+17,2.0367872954232118e+17,2.0371228573236608e+17,2.0374108596080755e+17,2.0376564675368758e+17,2.0378642455791155e+17,2.0380382337294624e+17,2.0381820138406115e+17,2.0382987671604058e+17,2.0383913241862528e+17,2.0384622078469046e+17,2.038513670911126e+17,2.0385477284141466e+17,2.0385661857911798e+17,2.0385706633151123e+17,2.038562617353407e+17,2.0385433588871965e+17,2.038514069672785e+17,2.0384758163715264e+17,2.0384295629272848e+17,2.0383761814305952e+17,2.0383164616742883e+17,2.0382511195759706e+17,2.0381808046176893e+17,2.0381061064316966e+17
1.0433333333333334,2e+17,2.000000151547718e+17,2.0000754080393904e+17,2.0007553512524128e+17,2.002470527807853e+17,2.0050390441006035e+17,2.0080673822567712e+17,2.011227696013067e+17,2.014310706432319e+17,2.017202037198546e+17,2.019849292437472e+17,2.0222368860267066e+17,2.0243696475292314e+17,2.0262628613362557e+17,2.0279364542136336e+17,2.0294117166981984e+17,2.030709529699701e+17,2.0318494689467542e+17,2.0328494124529888e+17,2.033725429526011e+17,2.0344918214961178e+17,2.0351612387455082e+17,2.035744830806285e+17,2.036252405289941e+17,2.0366925825750906e+17,2.0370729396936477e+17,2.0374001406058304e+17,2.0376800521644147e+17,2.0379178462087738e+17,2.0381180888002272e+17,2.0382848178519274e+17,2.0384216104622518e+17,2.0385316412157776e+17,2.0386177326206832e+17,2.0386823987351114e+17,2.0387278829142093e+17,2.038756190493209e+17,2.0387691171145226e+17,2.038768273310275e+17,2.0387551058663267e+17,2.0387309164192685e+17,2.038696877673188e+17,2.0386540475672854e+17,2.03860338167754e+17,2.038545744094648e+17,2.0384819169854403e+17,2.0384126090150854e+17,2.0383384627819005e+17,2.0382600613948758e+17
1.0466666666666666,2e+17,2.0000001769476822e+17,2.0000821308515667e+17,2.0008013443641133e+17,2.002584852558318e+17,2.005227179427393e+17,2.0083198856018394e+17,2.0115302641781146e+17,2.0146493365550906e+17,2.0175648854458464e+17,2.020226999772337e+17,2.0226223257035123e+17,2.0247575171295888e+17,2.0266492837772944e+17,2.028318640174869e+17,2.0297876963407914e+17,2.03107794593656e+17,2.0322094206511005e+17,2.033200336490459e+17,2.034067012321726e+17,2.0348239328248435e+17,2.035483882158565e+17,2.036058106492646e+17,2.0365564822340384e+17,2.0369876776763488e+17,2.037359302110764e+17,2.0376780400321162e+17,2.0379497700685075e+17,2.0381796693178416e+17,2.0383723042828035e+17,2.038531709791333e+17,2.03866145731133e+17,2.0387647139983046e+17,2.0388442937008566e+17,2.038902701018736e+17,2.0389421693771475e+17,2.0389646939568986e+17,2.0389720602068528e+17,2.0389658685642413e+17,2.038947555919735e+17,2.038918414287118e+17,2.038879607070827e+17,2.0388321832674355e+17,2.0387770898881866e+17,2.0387151828478314e+17,2.0386472365293466e+17,2.0385739522037014e+17,2.0384959654579472e+17,2.0384138527628736e+17
1.05,2e+17,2.0000002064307245e+17,2.0000894122567712e+17,2.000849871627791e+17,2.002703821391621e+17,2.005421291056942e+17,2.008578900233186e+17,2.0118393308059286e+17,2.0149941378213667e+17,2.0179334230180797e+17,2.020609857323383e+17,2.0230123740702518e+17,2.0251494802870822e+17,2.0270393245459453e+17,2.0287040139702912e+17,2.0301664781568077e+17,2.0314488211759923e+17,2.0325715272108723e+17,2.033553146408154e+17,2.0344102433575046e+17,2.035157482471338e+17,2.035807778380541e+17,2.0363724709310925e+17,2.036861502703147e+17,2.0372835876010573e+17,2.037646365160129e+17,2.0379565386524598e+17,2.0382199969512368e+17,2.0384419210811088e+17,2.0386268768268666e+17,2.0387788949214624e+17,2.038901540321815e+17,2.0389979719855456e+17,2.0390709944293062e+17,2.0391231022054173e+17,2.039156518292135e+17,2.03917322726117e+17,2.0391750039671693e+17,2.039163438398656e+17,2.0391399572380163e+17,2.039105842598579e+17,2.0390622483383933e+17,2.0390102142916867e+17,2.0389506787089014e+17,2.0388844891535347e+17,2.0388124120676528e+17,2.0387351411870547e+17,2.03865330496076e+17,2.038567473107167e+17
1.0533333333333335,2e+17,2.000000240623412e+17,2.0000972948538966e+17,2.0009010551993946e+17,2.0028275899186835e+17,2.0056215245559475e+17,2.0088445435764093e+17,2.0121549825832816e+17,2.015345169856225e+17,2.018307687779082e+17,2.020997886248687e+17,2.023407039806645e+17,2.0255455365367923e+17,2.0274329765849322e+17,2.0290925638734266e+17,2.030548047186706e+17,2.0318221382919165e+17,2.0329357701222934e+17,2.0339078229058253e+17,2.034755102962881e+17,2.035492450705535e+17,2.036132907846054e+17,2.0366879048807024e+17,2.037167447892366e+17,2.037580294055859e+17,2.0379341111085338e+17,2.038235619322353e+17,2.038490716270457e+17,2.0387045855614714e+17,2.0388817910949987e+17,2.0390263584934346e+17,2.0391418453181152e+17,2.0392314015571386e+17,2.039297821721008e+17,2.0393435897244752e+17,2.0393709175813005e+17,2.0393817787992982e+17,2.0393779372384118e+17,2.03936097208505e+17,2.0393322995007862e+17,2.0392931914215274e+17,2.0392447919129597e+17,2.039188131428049e+17,2.0391241392612026e+17,2.039053654450192e+17,2.0389774353399507e+17,2.0388961679909555e+17,2.038810473588228e+17,2.038720914984357e+17
1.0566666666666666,2e+17,2.0000002802435414e+17,2.000105824151512e+17,2.000955022044271e+17,2.0029563173784067e+17,2.0058280272733942e+17,2.0091169334329347e+17,2.0124773057215107e+17,2.015702491367034e+17,2.018687716488411e+17,2.021391106562412e+17,2.023806330487618e+17,2.0259456843865645e+17,2.0278302319027638e+17,2.0294842773194358e+17,2.030932387724656e+17,2.0321978794971104e+17,2.0333021302974538e+17,2.0342643461677904e+17,2.0351015710127347e+17,2.0358288173962176e+17,2.0364592506355302e+17,2.037004388787528e+17,2.037474298719841e+17,2.0378777785020598e+17,2.0382225220051734e+17,2.038515264704058e+17,2.038761911312231e+17,2.0389676466689235e+17,2.0391370316135565e+17,2.039274085636891e+17,2.0393823580162294e+17,2.0394649889959152e+17,2.039524762404449e+17,2.0395641509279366e+17,2.03958535509769e+17,2.0395903369028186e+17,2.0395808488083574e+17,2.039558458845691e+17,2.0395245723437005e+17,2.039480450784654e+17,2.0394272281967155e+17,2.0393659254335302e+17,2.0392974626391107e+17,2.03922267015191e+17,2.039142298064375e+17,2.0390570246223574e+17,2.0389674636217398e+17,2.0388741709366813e+17
1.06,2e+17,2.000000326112643e+17,2.0001150487380675e+17,2.0010119040633853e+17,2.0030901666484954e+17,2.0060409482907808e+17,2.0093961879143696e+17,2.0128063858952784e+17,2.016066160093024e+17,2.0190735447622198e+17,2.021789537105437e+17,2.024210252561729e+17,2.0263499213014288e+17,2.028231081562674e+17,2.029879140897427e+17,2.03131948331335e+17,2.032576026339867e+17,2.0336705880623197e+17,2.0346226958619347e+17,2.035449626927014e+17,2.0361665620112586e+17,2.0367867864758205e+17,2.0373219027854698e+17,2.0377820358278115e+17,2.038176022156793e+17,2.038511579682879e+17,2.038795457267875e+17,2.0390335651921062e+17,2.0392310881618253e+17,2.0393925827739155e+17,2.039522061361209e+17,2.039623064024923e+17,2.0396987204890333e+17,2.0397518032227178e+17,2.0397847730915808e+17,2.039799818626264e+17,2.0397988898424755e+17,2.0397837274105254e+17,2.0397558878544483e+17,2.0397167653592784e+17,2.0396676106782454e+17,2.039609547557707e+17,2.0395435870348387e+17,2.039470639909818e+17,2.039391527649105e+17,2.0393069919382067e+17,2.0392177030699296e+17,2.0391242673267293e+17,2.039027233492533e+17
1.0633333333333335,2e+17,2.0000003791700755e+17,2.0001250204597763e+17,2.001071838219191e+17,2.0032293042523526e+17,2.0062604383688307e+17,2.0096824253745872e+17,2.013142308180092e+17,2.0164362327542883e+17,2.019465207033953e+17,2.0221931955160253e+17,2.0246188113297363e+17,2.0267582436882115e+17,2.0286355156717658e+17,2.0302771403429648e+17,2.0317093167389978e+17,2.032956559700819e+17,2.0340411231548938e+17,2.034982851138846e+17,2.0357992496705773e+17,2.036505663617969e+17,2.0371154947409034e+17,2.037640426697228e+17,2.0380906395837302e+17,2.0384750059942435e+17,2.038801265759402e+17,2.0390761792934557e+17,2.0393056608564304e+17,2.0394948936482048e+17,2.0396484288337482e+17,2.039770270556745e+17,2.0398639488469296e+17,2.0399325821291338e+17,2.0399789308346134e+17,2.040005443415999e+17,2.0400142958849123e+17,2.040007425829192e+17,2.039986561725099e+17,2.0399532482376672e+17,2.0399088680977322e+17,2.0398546610549706e+17,2.0397917403305866e+17,2.0397211069290954e+17,2.0396436621143645e+17,2.039560218309142e+17,2.039471508638482e+17,2.0393781953046352e+17,2.039280876953222e+17,2.0391800951669814e+17
1.0666666666666667,2e+17,2.0000004404889046e+17,2.0001357946063347e+17,2.0011349666608918e+17,2.0033739003618618e+17,2.006486649890614e+17,2.0099757643395408e+17,2.013485156988606e+17,2.016812765000239e+17,2.0198627365148858e+17,2.022602098200546e+17,2.0250320109233283e+17,2.027170646880348e+17,2.029043523370369e+17,2.0306782605307904e+17,2.0321018700265165e+17,2.0333394597899325e+17,2.0344137147235306e+17,2.0353447906310858e+17,2.0361504177531504e+17,2.0368461008835485e+17,2.0374453544526816e+17,2.037959940035335e+17,2.0384000900814502e+17,2.0387747107469322e+17,2.0390915616387536e+17,2.0393574128711622e+17,2.039578181083711e+17,2.0397590465870995e+17,2.0399045539183315e+17,2.0400186979961034e+17,2.0401049978801763e+17,2.040166559915518e+17,2.040206131815776e+17,2.0402261490276755e+17,2.040228774525481e+17,2.0402159330150474e+17,2.0401893403798547e+17,2.0401505290750547e+17,2.040100870067809e+17,2.0400415918306826e+17,2.0399737968173718e+17,2.039898475784553e+17,2.039816520268319e+17,2.0397287334769843e+17,2.0396358398226064e+17,2.0395384932803152e+17,2.0394372847363914e+17,2.0393327484622995e+17
1.07,2e+17,2.000000511293763e+17,2.000147430104648e+17,2.001201436848823e+17,2.0035241287958614e+17,2.0067197368010218e+17,2.0102763234348026e+17,2.0138350160057248e+17,2.0171958113575437e+17,2.0202661651545328e+17,2.0230162603042714e+17,2.025449854284022e+17,2.0275871251229075e+17,2.029455092821616e+17,2.0310824854677475e+17,2.0324971244349098e+17,2.0337247061436803e+17,2.0347883413254038e+17,2.0357084924525952e+17,2.036503109229407e+17,2.037187852075639e+17,2.0377763442818672e+17,2.0382804220032656e+17,2.0387103671424842e+17,2.0390751169070634e+17,2.0393824485125965e+17,2.0396391399034746e+17,2.039851108486014e+17,2.04002353028993e+17,2.0401609420218893e+17,2.040267328335435e+17,2.0403461964190355e+17,2.040400639755351e+17,2.0404333926598333e+17,2.0404468769800826e+17,2.0404432421348192e+17,2.0404243994942723e+17,2.0403920519511107e+17,2.0403477194005754e+17,2.040292760737642e+17,2.0402283928852243e+17,2.040155707288211e+17,2.0400756842413222e+17,2.0399892053624694e+17,2.039897064475844e+17,2.0397999771289754e+17,2.0396985889342746e+17,2.0395934828971155e+17,2.0394851858684918e+17
1.0733333333333335,2e+17,2.0000005929809267e+17,2.0001599897206966e+17,2.0012714016776512e+17,2.0036801670141283e+17,2.0069598545425302e+17,2.010584221310835e+17,2.0141919681225366e+17,2.017585425177572e+17,2.0206755236009482e+17,2.023435695682263e+17,2.0258723431422512e+17,2.0280076715578394e+17,2.029870211201246e+17,2.0314897982859274e+17,2.0328950604528502e+17,2.0341122776223885e+17,2.0351649809251363e+17,2.0360739341982422e+17,2.0368573016991683e+17,2.0375308950629866e+17,2.0381084425489597e+17,2.0386018514966285e+17,2.0390214503173296e+17,2.03937620472793e+17,2.03967390736169e+17,2.0399213421064432e+17,2.0401244255104035e+17,2.0402883279219117e+17,2.0404175770089626e+17,2.0405161461157632e+17,2.040587529655599e+17,2.04063480746488e+17,2.0406606997795693e+17,2.0406676142547936e+17,2.0406576862358374e+17,2.040632813304256e+17,2.0405946849646803e+17,2.0405448082033606e+17,2.040484529535611e+17,2.0404150540632448e+17,2.0403374619821552e+17,2.040252722912105e+17,2.0401617083635155e+17,2.0400652026078432e+17,2.039963912177597e+17,2.0398584741878765e+17,2.03974946364254e+17,2.0396373998638298e+17
1.0766666666666667,2e+17,2.0000006871408474e+17,2.0001735402696848e+17,2.001345019598099e+17,2.0038421961066714e+17,2.0072071599871994e+17,2.0108995765659974e+17,2.0145560953690976e+17,2.0179816585833734e+17,2.0210908411609405e+17,2.0238604168703725e+17,2.0262994779966544e+17,2.0284322782094576e+17,2.0302888646876458e+17,2.031900181236036e+17,2.0332956577944618e+17,2.0345021524077667e+17,2.0355436108935837e+17,2.036441092943506e+17,2.0372129723077258e+17,2.0378752073162064e+17,2.038441627225318e+17,2.038924207104438e+17,2.0393333188868662e+17,2.0396779542253802e+17,2.0399659189573853e+17,2.0402040010111888e+17,2.040398114440421e+17,2.0405534225035027e+17,2.0406744426158144e+17,2.0407651357643386e+17,2.0408289826809786e+17,2.0408690487706813e+17,2.0408880395081126e+17,2.0408883477626163e+17,2.0408720942885843e+17,2.0408411624265664e+17,2.0407972278968422e+17,2.0407417844286272e+17,2.040676165851214e+17,2.0406015651750253e+17,2.040519051107942e+17,2.040429582382935e+17,2.040334020214772e+17,2.040233139154678e+17,2.0401276365707245e+17,2.040018140947139e+17,2.039905219166644e+17,2.0397893829153888e+17
1.08,2e+17,2.000000795583422e+17,2.0001881528345744e+17,2.0014224547368666e+17,2.0040104007781514e+17,2.0074618113648464e+17,2.0112225076672966e+17,2.0149274788460957e+17,2.0183845624162262e+17,2.0215121457602282e+17,2.0242904350563696e+17,2.0267312580935805e+17,2.0288609359701654e+17,2.0307110384521315e+17,2.0323136156809894e+17,2.033698895395309e+17,2.034894308000623e+17,2.0359242080067856e+17,2.0368099452443037e+17,2.037570097746284e+17,2.038220765908658e+17,2.0387758759343222e+17,2.039247467110467e+17,2.0396459518638237e+17,2.0399803451793488e+17,2.0402584638631808e+17,2.0404870979654474e+17,2.0406721573976096e+17,2.0408187969118848e+17,2.0409315224518646e+17,2.041014281596019e+17,2.0410705404866307e+17,2.0411033493109238e+17,2.0411153981001414e+17,2.0411090643447376e+17,2.0410864536913354e+17,2.0410494347879875e+17,2.040999669175322e+17,2.0409386369786058e+17,2.0408676590359475e+17,2.0407879159973117e+17,2.040700464844784e+17,2.040606253213925e+17,2.0405061318368768e+17,2.040400865378289e+17,2.0402911418934886e+17,2.0401775811033366e+17,2.0400607416508106e+17,2.039941127479589e+17
1.0833333333333335,2e+17,2.0000009203662957e+17,2.0002039029931123e+17,2.0015038770144186e+17,2.0041849693272266e+17,2.007723968187349e+17,2.0115531328688918e+17,2.0153061986554275e+17,2.0187941861817744e+17,2.021939463903562e+17,2.0247257600512224e+17,2.027167681406823e+17,2.0292936345864368e+17,2.031136716649486e+17,2.0327300820897446e+17,2.0341047514086003e+17,2.035288721218765e+17,2.0363067484450774e+17,2.037180467136961e+17,2.037928654252533e+17,2.0385675475174246e+17,2.039111165952631e+17,2.039571609494677e+17,2.0399593279943184e+17,2.0402833571354442e+17,2.0405515224363226e+17,2.0407706141351638e+17,2.0409465363430723e+17,2.041084433882484e+17,2.0411888000011565e+17,2.0412635678146787e+17,2.041312187965704e+17,2.0413376946366582e+17,2.041342761733109e+17,2.0413297507738902e+17,2.0413007517816995e+17,2.0412576182615645e+17,2.0412019971802832e+17,2.0411353547134832e+17,2.041058998404196e+17,2.0409740962741578e+17,2.0408816933431664e+17,2.040782725940022e+17,2.0406780341285037e+17,2.040568372521536e+17,2.040454419714541e+17,2.040336786533609e+17,2.0402160232644042e+17,2.040092626002743e+17
1.0866666666666667,2e+17,2.0000010638265258e+17,2.0002208710534208e+17,2.0015894622602883e+17,2.004366093620639e+17,2.0079937911690272e+17,2.0118915701283686e+17,2.015692333829712e+17,2.0192105779957962e+17,2.0223728206348365e+17,2.0251664002605475e+17,2.027608744617601e+17,2.0297303626450653e+17,2.031565882408752e+17,2.0331495600313674e+17,2.034513203201603e+17,2.035685368195091e+17,2.0366912077923693e+17,2.0375526341383258e+17,2.03828861761134e+17,2.0389155284244048e+17,2.039447474211532e+17,2.0398966119347366e+17,2.040273425759462e+17,2.0405869694065997e+17,2.040845074829465e+17,2.041054530506131e+17,2.0412212330790765e+17,2.041350316010522e+17,2.0414462586238528e+17,2.041512978514646e+17,2.041553909914414e+17,2.0415720702131232e+17,2.0415701165084896e+17,2.041550393755533e+17,2.041514975837739e+17,2.0414657006676662e+17,2.0414042002453357e+17,2.041331926452351e+17,2.0412501732341312e+17,2.041160095717776e+17,2.0410627267256506e+17,2.0409589910717667e+17,2.040849717967084e+17,2.0407356518088826e+17,2.0406174615866976e+17,2.040495749101569e+17,2.0403710561653466e+17,2.0402438709216006e+17
1.09,2e+17,2.0000012286159722e+17,2.00023914229821e+17,2.0016793923255334e+17,2.004553969061847e+17,2.0082714421430582e+17,2.0122379370208e+17,2.01608596226078e+17,2.019633784529625e+17,2.0228122394972195e+17,2.025612362656249e+17,2.028054443094801e+17,2.0301711075596883e+17,2.0319985178242938e+17,2.0335720281693472e+17,2.0349242273522794e+17,2.036084224375872e+17,2.0370775610355933e+17,2.0379264212460294e+17,2.038649963155571e+17,2.039264684517509e+17,2.0397847772983875e+17,2.0402224518076138e+17,2.0405882233770387e+17,2.0408911610747866e+17,2.0411391009923798e+17,2.0413388278856736e+17,2.0414962292506973e+17,2.041616425752608e+17,2.0417038815577667e+17,2.041762497682166e+17,2.041795691033438e+17,2.0418064614210768e+17,2.0417974484530387e+17,2.0417709799290506e+17,2.0417291130791043e+17,2.0416736697750614e+17,2.041606266658548e+17,2.0415283409741683e+17,2.0414411727686227e+17,2.041345904009397e+17,2.041243555087688e+17,2.0411350390960637e+17,2.0410211742095325e+17,2.0409026944470806e+17,2.0407802590475894e+17,2.0406544606579206e+17,2.0405258325007014e+17,2.0403948546639053e+17
1.0933333333333335,2e+17,2.0000014177408003e+17,2.0002588072376454e+17,2.00177385519197e+17,2.0047487945540134e+17,2.0085570839738902e+17,2.01259235065061e+17,2.016487160627172e+17,2.0200638509552662e+17,2.0232577424933283e+17,2.0260636527483693e+17,2.028504770875493e+17,2.0306158555576003e+17,2.0324346039471334e+17,2.0339974642561632e+17,2.0353377996461472e+17,2.0364852645192355e+17,2.0374657825643203e+17,2.0383018029388925e+17,2.0390126657670387e+17,2.0396149912919686e+17,2.0401230514581715e+17,2.0405491061912547e+17,2.0409036988032557e+17,2.0411959109927866e+17,2.0414335806737206e+17,2.0416234869043814e+17,2.041771506347499e+17,2.0418827454283613e+17,2.0419616519199197e+17,2.0420121091968912e+17,2.0420375159293373e+17,2.0420408535581453e+17,2.042024743520078e+17,2.0419914958689648e+17,2.0419431506681853e+17,2.041881513302003e+17,2.0418081846634784e+17,2.0417245870187338e+17,2.0416319862161546e+17,2.041531510800136e+17,2.0414241684984397e+17,2.0413108604769558e+17,2.0411923936929782e+17,2.0410694916258643e+17,2.0409428036203168e+17,2.040812913041078e+17,2.0406803444072614e+17,2.0405455696489475e+17
1.0966666666666667,2e+17,2.0000016346055302e+17,2.000279961870876e+17,2.001873045077787e+17,2.004950772457163e+17,2.0088508804656115e+17,2.0129549275612675e+17,2.0168960043206794e+17,2.0205008208902355e+17,2.023709350045473e+17,2.0265202745571696e+17,2.0289597206457373e+17,2.0310645916668643e+17,2.0328741207765715e+17,2.0344258451281053e+17,2.0357538950733626e+17,2.0368884626938397e+17,2.0378558461705498e+17,2.0386787531774806e+17,2.0393766998775776e+17,2.0399664238517542e+17,2.0404622725951053e+17,2.040876551866343e+17,2.041219829734561e+17,2.0415011977860262e+17,2.0417284934228406e+17,2.041908488017886e+17,2.0420470457052605e+17,2.042149257222072e+17,2.042219552708132e+17,2.0422617968334006e+17,2.0422793691160003e+17,2.0422752318401974e+17,2.0422519875907933e+17,2.04221192808617e+17,2.0421570757112726e+17,2.0420892189173312e+17,2.042009942460214e+17,2.0419206532876656e+17,2.0418226027517536e+17,2.0417169057118704e+17,2.0416045570016026e+17,2.041486445656404e+17,2.0413633672355062e+17,2.0412360345186464e+17,2.041105086814111e+17,2.0409710980777904e+17,2.0408345840121382e+17,2.0406960082881267e+17
1.1,2e+17,2.000001883062096e+17,2.0003027079562026e+17,2.0019771625391414e+17,2.0051601085393194e+17,2.0091529962662483e+17,2.0133257836428362e+17,2.0173125673719725e+17,2.0209447363421578e+17,2.024167080956003e+17,2.026982230585463e+17,2.0294192837216957e+17,2.031517299703733e+17,2.0333170472520944e+17,2.0348571467003584e+17,2.0361724878260406e+17,2.037293792277755e+17,2.0382477250486723e+17,2.0390572454048118e+17,2.0397420394702477e+17,2.0403189569111037e+17,2.0408024162743875e+17,2.041204765318142e+17,2.0415365936095366e+17,2.041806999854474e+17,2.042023818591662e+17,2.0421938115086848e+17,2.0423228285077373e+17,2.042415943184396e+17,2.0424775668026442e+17,2.042511544262743e+17,2.042521235016113e+17,2.042509581402734e+17,2.0424791664755542e+17,2.0424322630291763e+17,2.0423708752597395e+17,2.042296774241586e+17,2.0422115282064214e+17,2.042116528445396e+17,2.0420130115179242e+17,2.0419020783381213e+17,2.041784710616244e+17,2.0416617850550765e+17,2.041534085636898e+17,2.041402314283224e+17,2.0412671001249978e+17,2.0411290075837693e+17,2.040988543433358e+17,2.040846162985512e+17
1.1033333333333335,2e+17,2.0000021674644218e+17,2.0003271532898323e+17,2.0020864145673085e+17,2.0053770119214384e+17,2.009463596767963e+17,2.0137050340374054e+17,2.0177369223753498e+17,2.0213956376531616e+17,2.02463095236778e+17,2.0274495217912202e+17,2.0298834500310666e+17,2.0319739622603898e+17,2.0337633612455846e+17,2.0352913439623536e+17,2.0365935512958038e+17,2.0377012259575453e+17,2.0386413917956077e+17,2.0394372525472106e+17,2.04010865808067e+17,2.040672564796164e+17,2.0411434577240173e+17,2.041533722738416e+17,2.0418539676108582e+17,2.042113295374595e+17,2.0423195353366e+17,2.0424794374880118e+17,2.0425988357884672e+17,2.0426827852340848e+17,2.0427356769677683e+17,2.04276133505401e+17,2.0427630979626483e+17,2.0427438873023043e+17,2.0427062659152512e+17,2.042652487085376e+17,2.0425845363112333e+17,2.0425041668481325e+17,2.042412930018409e+17,2.042312201120172e+17,2.0422032016255965e+17,2.0420870182449475e+17,2.041964619337644e+17,2.0418368690731434e+17,2.041704539679384e+17,2.041568322062484e+17,2.0414288350364656e+17,2.0412866333643226e+17,2.0411422147804605e+17,2.0409960261384096e+17
