Position_m,Density_t=0.00000000s,Density_t=0.00000000s,Density_t=0.00000000s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000005s,Density_t=0.00000005s
1.02,2e+17,2.0000000473460326e+17,2.0000396297463808e+17,2.0004838175419658e+17,2.0017570499340022e+17,2.003823950717359e+17,2.0063984527244672e+17,2.0091946844306912e+17,2.0120074836531683e+17,2.0147110622635005e+17,2.0172375057377846e+17,2.0195563820788566e+17,2.0216599371250464e+17,2.0235533698180045e+17,2.0252487562000656e+17,2.02676137375036e+17,2.0281075410251635e+17,2.0293033924350982e+17,2.0303642211958666e+17,2.0313041624497824e+17,2.032136076288973e+17,2.0328715449791146e+17,2.0335209323869424e+17,2.03409347436448e+17,2.034597381591041e+17,2.0350399441868534e+17,2.0354276321797386e+17
1.0233333333333334,2e+17,2.000000055641635e+17,2.0000433162344755e+17,2.0005145352199613e+17,2.00184180151572e+17,2.0039727341052406e+17,2.0066071247831376e+17,2.0094528364367366e+17,2.0123034787181514e+17,2.0150343032044195e+17,2.01757916768164e+17,2.0199094525920435e+17,2.0220189963099437e+17,2.0239143057328566e+17,2.025608494456054e+17,2.027117647373423e+17,2.0284587044515853e+17,2.0296482751730998e+17,2.0307020143584208e+17,2.0316343314562157e+17,2.0324582939594182e+17,2.0331856403393725e+17,2.0338268515059014e+17,2.0343912503844685e+17,2.0348871117788525e+17,2.035321772351264e+17,2.0357017351979744e+17
1.0266666666666668,2e+17,2.000000065335328e+17,2.0000473239672058e+17,2.0005470309072067e+17,2.0019301775394266e+17,2.0041265051274976e+17,2.0068214903581546e+17,2.009716871569402e+17,2.012605214825959e+17,2.0153629560156365e+17,2.017925821655917e+17,2.0202670639300563e+17,2.0223821481356806e+17,2.0242789078079427e+17,2.0259715032324742e+17,2.027476830221677e+17,2.028812450438004e+17,2.0299954469695894e+17,2.0310418339008035e+17,2.0319662922873446e+17,2.0327820942610813e+17,2.0335011318374502e+17,2.0341340004911277e+17,2.0346901079619734e+17,2.0351777911469056e+17,2.03560443143981e+17,2.035976563401484e+17
1.03,2e+17,2.0000000766528448e+17,2.0000516788294458e+17,2.000581395803983e+17,2.0020223084882333e+17,2.0042853960147328e+17,2.0070416632145357e+17,2.009986879008731e+17,2.0129127574528675e+17,2.015697065941978e+17,2.0182774966404797e+17,2.0206292324296672e+17,2.0227493993193555e+17,2.0246471755557408e+17,2.026337776721097e+17,2.027838912616199e+17,2.0291687665420608e+17,2.030344893460083e+17,2.0313836641733296e+17,2.032300028488901e+17,2.0331074602964448e+17,2.0338180024029328e+17,2.034442362300251e+17,2.0349900302306243e+17,2.0354694031123107e+17,2.035887905229636e+17,2.036252100980374e+17
1.0333333333333334,2e+17,2.0000000898546576e+17,2.0000564085965622e+17,2.0006177250371674e+17,2.002118328324538e+17,2.004449541067581e+17,2.0072677579183222e+17,2.0102629478726464e+17,2.0132261715055587e+17,2.016036677397885e+17,2.0186342206786685e+17,2.0209959734759664e+17,2.023120755661599e+17,2.0250191076330333e+17,2.026707308329627e+17,2.0282038841680432e+17,2.0295276396831798e+17,2.0306965997090627e+17,2.031727489016796e+17,2.0326355231526618e+17,2.033434374763788e+17,2.0341362346055104e+17,2.034751919570334e+17,2.0352910000383264e+17,2.035761930837296e+17,2.0361721772703037e+17,2.0365283319213427e+17
1.0366666666666666,2e+17,2.0000001052410374e+17,2.000061543055331e+17,2.0006561177837002e+17,2.002218374524723e+17,2.0046190766304374e+17,2.007499889786824e+17,2.0105451671647043e+17,2.0135455212749994e+17,2.0163818339297635e+17,2.018996020847819e+17,2.021367301479855e+17,2.0234962220296854e+17,2.025394701828419e+17,2.0270800906726035e+17,2.0285717337717248e+17,2.0298890561380115e+17,2.031050550206903e+17,2.0320732917605206e+17,2.032972758915324e+17,2.033762819956691e+17,2.0344558106549456e+17,2.0350626546181818e+17,2.0355929999478166e+17,2.0360553572299402e+17,2.0364572308846477e+17,2.0368052400086163e+17
1.04,2e+17,2.0000001231578122e+17,2.0000671141311523e+17,2.0006966773952394e+17,2.0023225881112077e+17,2.0047941410621693e+17,2.0077381748366515e+17,2.0108336257204906e+17,2.0138708703895898e+17,2.016732578178001e+17,2.0193629232296906e+17,2.0217432298555814e+17,2.0238758023407622e+17,2.025773955049972e+17,2.0274561155624586e+17,2.0289424495988624e+17,2.0302530015360256e+17,2.0314067288669322e+17,2.0324210552205075e+17,2.033311717957493e+17,2.0340927777636314e+17,2.0347767124011258e+17,2.0353745494407235e+17,2.0358960122372848e+17,2.0363496649449632e+17,2.036743049169682e+17,2.037082808824932e+17
1.0433333333333334,2e+17,2.000000144002897e+17,2.0000731560217846e+17,2.0007395115238406e+17,2.0024311136816835e+17,2.0049748747037347e+17,2.0079827297295155e+17,2.0111284121526672e+17,2.0142022817675946e+17,2.017088951838675e+17,2.019734952880824e+17,2.0221237709983347e+17,2.0242594995452022e+17,2.0261568633130592e+17,2.0278353740007386e+17,2.0293160190919776e+17,2.0306194608552544e+17,2.0317651190226304e+17,2.0327707616977328e+17,2.0336523820027808e+17,2.0344242296676848e+17,2.0350989213342003e+17,2.0356875857154726e+17,2.0362000189010646e+17,2.036644836384578e+17,2.0370296149975584e+17,2.0373610217525654e+17
1.0466666666666666,2e+17,2.0000001682337062e+17,2.000079705337805e+17,2.000784732248478e+17,2.0025440994353558e+17,2.0051614198426234e+17,2.008233671715778e+17,2.0114296147946778e+17,2.01453981756888e+17,2.0174509956249654e+17,2.020112133802837e+17,2.022508936261911e+17,2.0246473156100957e+17,2.026543421728319e+17,2.0282178561694976e+17,2.02969242895846e+17,2.0309884184181856e+17,2.032125703424968e+17,2.0331223929765568e+17,2.0339947323170125e+17,2.0347571567463206e+17,2.035422418584811e+17,2.0360017448010656e+17,2.036505001650392e+17,2.036940853699401e+17,2.0373169110165827e+17,2.03763986197441e+17
1.05,2e+17,2.0000001963755533e+17,2.0000868012500042e+17,2.000832456202218e+17,2.002661697196014e+17,2.0053539206740474e+17,2.0084911185757405e+17,2.0117373216431245e+17,2.0148835391459738e+17,2.0178187492282986e+17,2.0204944889126835e+17,2.0228987359364662e+17,2.0250392515028864e+17,2.0269336244898128e+17,2.0286035514228646e+17,2.030071665164703e+17,2.031359857887817e+17,2.0324884642398858e+17,2.0334759303232656e+17,2.0343387497075536e+17,2.035091539671301e+17,2.0357471849244032e+17,2.0363170077378774e+17,2.0368109419142326e+17,2.037237698789426e+17,2.0376049196522794e+17,2.037919312475098e+17
1.0533333333333335,2e+17,2.000000229031152e+17,2.0000944856439222e+17,2.0008828046998387e+17,2.00278406243175e+17,2.0055525232588026e+17,2.0087551885586525e+17,2.012051620298832e+17,2.0152335069944675e+17,2.0181922512792317e+17,2.020882040012887e+17,2.0232931792263658e+17,2.0254353071751674e+17,2.0273274648633558e+17,2.028992448278793e+17,2.0304537129304077e+17,2.031733762263867e+17,2.0328533830459206e+17,2.0338313544847405e+17,2.034684414522744e+17,2.0354273587086778e+17,2.036073200765635e+17,2.036633355248715e+17,2.0371178208401773e+17,2.037535353305054e+17,2.0378936231085107e+17,2.0381993560421706e+17
1.0566666666666666,2e+17,2.000000266891366e+17,2.000102803281723e+17,2.0009359038656755e+17,2.0029113542711405e+17,2.005757375477727e+17,2.009026000319436e+17,2.0123725979066077e+17,2.015589780702788e+17,2.01857153930811e+17,2.0212748077617693e+17,2.023692274228146e+17,2.025835481546643e+17,2.027724935175037e+17,2.0293845344109978e+17,2.0308385567230717e+17,2.0321101138791507e+17,2.0332204408319776e+17,2.0341886456872573e+17,2.0350317066514538e+17,2.035764593718894e+17,2.036400446162868e+17,2.03695076773959e+17,2.0374256192954077e+17,2.0378337986481898e+17,2.0381830033686518e+17,2.0384799752672966e+17
1.06,2e+17,2.0000003107473446e+17,2.0001118019715994e+17,2.0009918847614618e+17,2.003043735515705e+17,2.005968626982684e+17,2.0093036728531107e+17,2.0127003410937206e+17,2.015952418901352e+17,2.0189566497055117e+17,2.02167281164369e+17,2.024096027908606e+17,2.026239772489271e+17,2.0281260267999315e+17,2.0297797966410883e+17,2.0312261802526557e+17,2.032488894396123e+17,2.033589617995253e+17,2.034547783635423e+17,2.035380605522755e+17,2.0361032241569898e+17,2.0367289008127552e+17,2.037269225300573e+17,2.0377343178677315e+17,2.0381330159733923e+17,2.038473042196816e+17,2.0387611525475363e+17
1.0633333333333335,2e+17,2.0000003615042154e+17,2.0001215327448934e+17,2.001050883513914e+17,2.003181372648454e+17,2.0061864291440022e+17,2.0095883254269174e+17,2.0130349359071123e+17,2.0163214792111382e+17,2.0193476176825008e+17,2.022076069939315e+17,2.0245044460830355e+17,2.0266481768115942e+17,2.0285307301510218e+17,2.0301782209308992e+17,2.0316165664664384e+17,2.0328700848035898e+17,2.0339608943393088e+17,2.0349087475112426e+17,2.035731090105709e+17,2.0364432290729094e+17,2.0370585440549162e+17,2.0375887077067242e+17,2.0380438968666874e+17,2.038432986189094e+17,2.0387637211391363e+17,2.0390428700866518e+17
1.0666666666666667,2e+17,2.0000004201965162e+17,2.0001320500411094e+17,2.001113041441807e+17,2.0033244358383366e+17,2.006410934994298e+17,2.009880077510139e+17,2.0133764677493654e+17,2.0166970181916912e+17,2.0197444772307187e+17,2.0224845996959357e+17,2.024917533393601e+17,2.0270606902432707e+17,2.0289390346683258e+17,2.030579792375028e+17,2.0320096975440624e+17,2.0332536654135946e+17,2.034334249072301e+17,2.0352715159733245e+17,2.036083138909281e+17,2.0367845871119158e+17,2.0373893548727056e+17,2.037909194419106e+17,2.0383543363247197e+17,2.0387336899588768e+17,2.039055021525099e+17,2.039325109896468e+17
1.07,2e+17,2.000000488005566e+17,2.000143411900977e+17,2.0011785051822547e+17,2.003473098940391e+17,2.0066422991686243e+17,2.0101790487016102e+17,2.0137250213134448e+17,2.0170790912885907e+17,2.0201472610823274e+17,2.0228984166978534e+17,2.0253352932878998e+17,2.0274773074198176e+17,2.0293509288082493e+17,2.0309844951935824e+17,2.0324055548927773e+17,2.0336396158584803e+17,2.034709660805367e+17,2.035636067156225e+17,2.0364367299823654e+17,2.0371272765151085e+17,2.0377213118940736e+17,2.0382306645858774e+17,2.0386656159984243e+17,2.0390351077028086e+17,2.039346924468932e+17,2.0396078537982768e+17
1.0733333333333335,2e+17,2.0000005662789978e+17,2.0001556801677283e+17,2.0012474268159136e+17,2.0036275394914122e+17,2.0068806778408733e+17,2.010485358654926e+17,2.014080680516242e+17,2.0174677527804102e+17,2.020556000669836e+17,2.02331753543685e+17,2.0257577279976986e+17,2.027898021867575e+17,2.029766400033163e+17,2.0313923127251514e+17,2.03280411914288e+17,2.0340279150881312e+17,2.0350871075511683e+17,2.036002378669931e+17,2.036791840913945e+17,2.0374712751200525e+17,2.0380543933925197e+17,2.0385530970434672e+17,2.038977715369865e+17,2.0393372195988477e+17,2.0396394108710483e+17,2.0398910834242922e+17
1.0766666666666667,2e+17,2.0000006565526963e+17,2.0001689206967152e+17,2.0013199639908022e+17,2.003787938700935e+17,2.0071262286563814e+17,2.0107991270013482e+17,2.014443528430942e+17,2.0178630557251923e+17,2.0209707260858326e+17,2.0237419690827626e+17,2.026184838517871e+17,2.028322825988905e+17,2.0301854348012182e+17,2.0318032274199917e+17,2.033205370143362e+17,2.034418541367397e+17,2.0354665667225994e+17,2.0363704275994854e+17,2.0371484488333635e+17,2.0378165603615088e+17,2.038388577288141e+17,2.0388764703178304e+17,2.0392906136479597e+17,2.0396400055843014e+17,2.0399324614195408e+17,2.0401747802191494e+17
1.08,2e+17,2.0000007605754173e+17,2.000183203573497e+17,2.001396280044414e+17,2.0039544814373443e+17,2.007379110660675e+17,2.0111204732704173e+17,2.0148136472182448e+17,2.018265051906472e+17,2.0213914660426413e+17,2.0241717294541856e+17,2.0266166245855478e+17,2.0287517110476326e+17,2.030608018556406e+17,2.032217220833451e+17,2.0336092869577622e+17,2.034811472273704e+17,2.0358480151316563e+17,2.0367401905047542e+17,2.0375065304107293e+17,2.0381631092722797e+17,2.0387238411487725e+17,2.0392007626257856e+17,2.0396042897699408e+17,2.039943445357352e+17,2.0402260565917338e+17,2.040458925441454e+17
1.0833333333333335,2e+17,2.0000008803363712e+17,2.000198603340503e+17,2.0014765441237936e+17,2.00412735620891e+17,2.0076394842243034e+17,2.0114495168082822e+17,2.0151911180564666e+17,2.018673791778874e+17,2.02181824783194e+17,2.0246068269893162e+17,2.0270530846594957e+17,2.0291846671547427e+17,2.0310341357188675e+17,2.0326342736196218e+17,2.0340158478602378e+17,2.0352066846948525e+17,2.0362314289884726e+17,2.0371116434203392e+17,2.0378660618574426e+17,2.0385108984841568e+17,2.0390601621912227e+17,2.039525951876434e+17,2.039918722402882e+17,2.0402475183786422e+17,2.040520176655786e+17,2.040743500165375e+17
1.0866666666666667,2e+17,2.000001018096108e+17,2.000215199232352e+17,2.001560931303224e+17,2.0043067551395597e+17,2.007907510963713e+17,2.0117863766937613e+17,2.0155760210705546e+17,2.019089324413322e+17,2.0222510972843546e+17,2.0250472707169632e+17,2.0274942158997395e+17,2.0296216832543437e+17,2.0314637696754656e+17,2.033054365525239e+17,2.0344250303318454e+17,2.035604154827009e+17,2.0366167839005232e+17,2.0374847618556368e+17,2.038227018926848e+17,2.0388599042289843e+17,2.039397517282606e+17,2.0398520156726624e+17,2.0402338899453014e+17,2.0405522038729248e+17,2.0408148016723498e+17,2.0410284852822893e+17
1.09,2e+17,2.0000011764210483e+17,2.0002330754198986e+17,2.001649622699163e+17,2.0044928739391846e+17,2.008183353658113e+17,2.0121311716521453e+17,2.0159684352600474e+17,2.019511697441884e+17,2.0226900387290643e+17,2.0254930682277443e+17,2.027940014147445e+17,2.0300627471099062e+17,2.0318969027706253e+17,2.033477475383824e+17,2.0348368110570477e+17,2.0360038581728918e+17,2.037004054871998e+17,2.037859520795044e+17,2.0385893769150166e+17,2.0392101023398285e+17,2.0397358829417683e+17,2.040178931312727e+17,2.0405497705288336e+17,2.0408574808307706e+17,2.0411099114962838e+17,2.0413138615024698e+17
1.0933333333333335,2e+17,2.000001358222054e+17,2.000252321263043e+17,2.0017428055820486e+17,2.0046859118682963e+17,2.00846717616229e+17,2.012484019966768e+17,2.016368438426014e+17,2.0199409570022947e+17,2.023135094953439e+17,2.0259442256454848e+17,2.028390473905071e+17,2.0305078452907926e+17,2.032333516297448e+17,2.0339035811100787e+17,2.035251165920444e+17,2.036405769540153e+17,2.037393216303346e+17,2.0382358946983117e+17,2.038953110661657e+17,2.0395614682522608e+17,2.040075235340809e+17,2.040506675791921e+17,2.0408663420199734e+17,2.0411633280103437e+17,2.0414054857784186e+17,2.0415996093568218e+17
1.0966666666666667,2e+17,2.0000015667974608e+17,2.0002730315723254e+17,2.001840673484581e+17,2.0048860716968314e+17,2.0087591433153354e+17,2.0128450393883613e+17,2.0167761070970102e+17,2.0203771476821805e+17,2.0235862871627392e+17,2.0264007475988474e+17,2.0288455883168147e+17,2.0309569631590835e+17,2.032773590489113e+17,2.034332659694542e+17,2.0356680700037293e+17,2.0368098630399632e+17,2.0377842419909968e+17,2.0386138575010528e+17,2.0393181945511533e+17,2.0399139770057517e+17,2.0404155503067e+17,2.0408352258043248e+17,2.041183582021893e+17,2.0414697239392346e+17,2.041701503967378e+17,2.041885709198666e+17
1.1,2e+17,2.0000018058810294e+17,2.0002953068792902e+17,2.0019434263060736e+17,2.0050935596569168e+17,2.0090594208452522e+17,2.0132143470422256e+17,2.0171915164540902e+17,2.0208203124630336e+17,2.024043634939907e+17,2.026862637193205e+17,2.029305349149359e+17,2.0314100848567146e+17,2.0332171045105677e+17,2.034764687198508e+17,2.0360874975828874e+17,2.0372161120857968e+17,2.0381771051272534e+17,2.038993382615396e+17,2.0396846025137373e+17,2.0402676032451763e+17,2.040756803323002e+17,2.0411645577446406e+17,2.0415014678763293e+17,2.0417766469163574e+17,2.0419979453114528e+17,2.042172141205569e+17
1.1033333333333335,2e+17,2.0000020796953226e+17,2.000319253715578e+17,2.002051270412452e+17,2.005308585389412e+17,2.0093681752694074e+17,2.013592059333238e+17,2.017614740254913e+17,2.0212704926639603e+17,2.024507156205475e+17,2.0273298959827875e+17,2.0297697467729405e+17,2.0318671932929357e+17,2.0336640364505194e+17,2.0351996387492112e+17,2.0365094221256186e+17,2.0376244893924256e+17,2.0385717783003667e+17,2.0393744429307965e+17,2.0400523080267872e+17,2.040622321222434e+17,2.041098969531674e+17,2.0414946477101085e+17,2.0418199766655437e+17,2.04208407501391e+17,2.0422947888605296e+17,2.042458885381221e+17
1.1066666666666667,2e+17,2.0000023930110496e+17,2.000344984900676e+17,2.0021644187314634e+17,2.0055313618840317e+17,2.009685573790812e+17,2.0139782918487366e+17,2.0180458507569866e+17,2.0217277278852467e+17,2.0249768671776234e+17,2.027802523943113e+17,2.0302387701427507e+17,2.0323282701321008e+17,2.034114363313734e+17,2.03563748853529e+17,2.0369338162890115e+17,2.0380349669751194e+17,2.0389682334947875e+17,2.0397570108150003e+17,2.040421284116264e+17,2.0409781047981786e+17,2.0414420237349843e+17,2.041825471502508e+17,2.042139085214355e+17,2.042391986079394e+17,2.0425920134680723e+17,2.0427459215573574e+17
1.11,2e+17,2.000002751212968e+17,2.0003726198382176e+17,2.002283090842651e+17,2.005762105412877e+17,2.0100117841902016e+17,2.014373159259309e+17,2.018484918640094e+17,2.0221920559517808e+17,2.0254527823324134e+17,2.0282805194437338e+17,2.0307124067806912e+17,2.0327932957818016e+17,2.0345680610136506e+17,2.0360782098025283e+17,2.037360651917456e+17,2.038447516149057e+17,2.0393664420915994e+17,2.040141058115161e+17,2.0407915033582752e+17,2.0413349274436675e+17,2.041785940397518e+17,2.0421570046302426e+17,2.042458770092242e+17,2.042700357737699e+17,2.0428895977931578e+17,2.04303322939573e+17
1.1133333333333335,2e+17,2.000003160372983e+17,2.0004022848206845e+17,2.0024075130616278e+17,2.006001035457186e+17,2.0103469747139085e+17,2.0147767752175334e+17,2.0189320129279466e+17,2.0226635128563654e+17,2.0259349143642285e+17,2.028763879221318e+17,2.0311906427574912e+17,2.0332622493813552e+17,2.0350251043653155e+17,2.0365217748498832e+17,2.0377899000408058e+17,2.0388621075289533e+17,2.0397663748691347e+17,2.040526556159117e+17,2.0411629378807773e+17,2.0416927622427187e+17,2.04213069364828e+17,2.0424892223105066e+17,2.0427790076155206e+17,2.0430091673932474e+17,2.0431875203025645e+17,2.0433207883901232e+17
1.1166666666666667,2e+17,2.000003627331137e+17,2.000434113342332e+17,2.0025379185181776e+17,2.0062483746271338e+17,2.010691313957515e+17,2.015189252254703e+17,2.019387200909115e+17,2.0231421327029667e+17,2.0264232741464515e+17,2.0292525983530803e+17,2.031673462675208e+17,2.0337351087906544e+17,2.0354854670786512e+17,2.036968155025802e+17,2.0382215308727926e+17,2.0392787110288992e+17,2.040168002003778e+17,2.040913475756823e+17,2.0415355593654067e+17,2.0420515818937862e+17,2.0424762572828973e+17,2.042822099471539e+17,2.043099773849592e+17,2.0433183922322026e+17,2.0434857592729165e+17,2.0436085778684163e+17
1.12,2e+17,2.000004159785227e+17,2.000468246420109e+17,2.002674547227696e+17,2.0065043485745123e+17,2.01104497074528e+17,2.0156107016755917e+17,2.0198505480572816e+17,2.023627947649937e+17,2.02691787069241e+17,2.0297466702305965e+17,2.032160849650125e+17,2.0342118505793968e+17,2.0359491217520605e+17,2.0374173207248365e+17,2.0386555138096947e+17,2.039697295862422e+17,2.0405712930709494e+17,2.0413017872019408e+17,2.0419093390494515e+17,2.0424113587121498e+17,2.0428226047659203e+17,2.043155610754958e+17,2.0434210446112608e+17,2.0436280092247363e+17,2.0437842927928778e+17,2.0438965769946915e+17
1.1233333333333333,2e+17,2.0000047663898624e+17,2.000504832922307e+17,2.002817646155472e+17,2.006769185898117e+17,2.0114081140053482e+17,2.0160412334512992e+17,2.0203221179508758e+17,2.0241209878532534e+17,2.0274187111166214e+17,2.0302460865340115e+17,2.0326527852960608e+17,2.0346924500166976e+17,2.0364160398663744e+17,2.0378692413845574e+17,2.0390918174292646e+17,2.0401178305427664e+17,2.0409762170462832e+17,2.0416914602735898e+17,2.042284247727955e+17,2.0427720646322192e+17,2.043169709233222e+17,2.0434897305181818e+17,2.043742795471128e+17,2.043937995127362e+17,2.044083098765402e+17,2.0441847647713898e+17
1.1266666666666667,2e+17,2.000005456865816e+17,2.0005440299046166e+17,2.002967469273303e+17,2.0070431180416902e+17,2.011780912640741e+17,2.016480956110238e+17,2.0208019721921357e+17,2.0246212814098163e+17,2.0279258005963658e+17,2.030750837206674e+17,2.0331492497081062e+17,2.0351768810610995e+17,2.0368861917791552e+17,2.0383238854827728e+17,2.0395304094899187e+17,2.0405402828833968e+17,2.0413827423069888e+17,2.042082464238258e+17,2.042660255755954e+17,2.0431336712099546e+17,2.0435175434944928e+17,2.0438244328369312e+17,2.0440650017560534e+17,2.0442483264853232e+17,2.0443821549100333e+17,2.044473120041508e+17
1.1300000000000001,2e+17,2.000006242120596e+17,2.0005860029532365e+17,2.0031242776079248e+17,2.0073263791842573e+17,2.0121635353961504e+17,2.0169299766273098e+17,2.0212901703256566e+17,2.0251288543008512e+17,2.0284391423336237e+17,2.0312609104302112e+17,2.033650221446805e+17,2.03566511635099e+17,2.0373595467193565e+17,2.0387812205350602e+17,2.0399712569301907e+17,2.040964619998726e+17,2.0417908366334074e+17,2.0424747678518736e+17,2.0430373330508592e+17,2.043496149625402e+17,2.0438660800358378e+17,2.0441596915078182e+17,2.0443876385516915e+17,2.0445589796350515e+17,2.0446814387652618e+17,2.0447616214908467e+17
1.1333333333333333,2e+17,2.0000071343812288e+17,2.0006309265346077e+17,2.003288339280723e+17,2.0076192061227158e+17,2.0125561507205514e+17,2.0173884003113395e+17,2.0217867697564848e+17,2.0256437303354544e+17,2.028958737517404e+17,2.0317762926000704e+17,2.034155677522793e+17,2.0361571271954384e+17,2.0378360727823517e+17,2.0392412130926115e+17,2.0404143258684557e+17,2.0413908083050707e+17,2.0422004672107562e+17,2.042868339362039e+17,2.043415449094966e+17,2.043859470685345e+17,2.0442152910224688e+17,2.0444954800510154e+17,2.0447106807050973e+17,2.044869930706678e+17,2.0449809276909293e+17,2.0450502476502992e+17
1.1366666666666667,2e+17,2.0000081473403104e+17,2.0006789843513107e+17,2.0034599295381965e+17,2.0079218381465363e+17,2.0129589266256624e+17,2.0178563306908266e+17,2.022291825667812e+17,2.026165931094337e+17,2.0294845852865005e+17,2.0322969683015507e+17,2.0346655933819082e+17,2.0366528835654563e+17,2.0383157369253347e+17,2.0397038287403987e+17,2.040859581602924e+17,2.0418188135218368e+17,2.042611600631068e+17,2.0432631465104266e+17,2.043794572938107e+17,2.0442236048260736e+17,2.044565148301498e+17,2.0448317717130125e+17,2.0450341028274038e+17,2.0451811556266096e+17,2.0452805988706893e+17,2.0453389768981875e+17
1.1400000000000001,2e+17,2.0000092963164512e+17,2.0007303697035968e+17,2.0036393307726243e+17,2.0082345169044384e+17,2.0133720305402826e+17,2.0183338693980797e+17,2.0228053909383325e+17,2.0266954758738003e+17,2.030016682692705e+17,2.0328229202863418e+17,2.0351799428907955e+17,2.0371523540857014e+17,2.0387985049631027e+17,2.040169032095664e+17,2.041306988611909e+17,2.0422486006729328e+17,2.0430242028953267e+17,2.0436591565353395e+17,2.044174673200439e+17,2.044588522116267e+17,2.0449156234048272e+17,2.045168539469454e+17,2.0453578792965706e+17,2.045492630120166e+17,2.045580429314518e+17,2.0456277874626413e+17
1.1433333333333333,2e+17,2.0000105984303155e+17,2.0007852858559683e+17,2.003826832532384e+17,2.008557486262925e+17,2.0137956291605517e+17,2.0188211160518115e+17,2.023327516059329e+17,2.0272323816300013e+17,2.030555024664513e+17,2.0333541294495994e+17,2.0356986983230096e+17,2.0376555060266272e+17,2.039284341564223e+17,2.0406367868067386e+17,2.0417565105543738e+17,2.0426801340884208e+17,2.043438239415793e+17,2.0440563361744352e+17,2.044555718075372e+17,2.0449541922599942e+17,2.0452666875521376e+17,2.045505756028061e+17,2.0456819842602038e+17,2.0458043297142765e+17,2.045880395861276e+17,2.045916657424023e+17
1.1466666666666667,2e+17,2.0000120727975264e+17,2.000843946408161e+17,2.0040227315213683e+17,2.008890992156555e+17,2.014229888296173e+17,2.019318168138261e+17,2.0238582490515424e+17,2.027776662923547e+17,2.0310996039713526e+17,2.0338905748075747e+17,2.036221830345639e+17,2.0381623052970902e+17,2.0397732102475968e+17,2.041107055552196e+17,2.0422081102707562e+17,2.0431133774063974e+17,2.0438536750185322e+17,2.0444546516676138e+17,2.0449376753326333e+17,2.045320584599832e+17,2.0456183116539757e+17,2.0458433938316355e+17,2.0460063916384467e+17,2.0461162297402352e+17,2.0461804751813245e+17,2.0462055647173962e+17
1.1500000000000001,2e+17,2.000013740739789e+17,2.0009065756698227e+17,2.0042273315869392e+17,2.009235282429852e+17,2.01467497271266e+17,2.0198251208909296e+17,2.0243976353819027e+17,2.02832833186447e+17,2.0316504111883706e+17,2.0344322334758208e+17,2.036749308006465e+17,2.0386727164374288e+17,2.040265073379421e+17,2.0415798000403402e+17,2.0426617497840784e+17,2.0435482935751142e+17,2.044270473946136e+17,2.0448540687600726e+17,2.0453205123214688e+17,2.0456876681200963e+17,2.045970466314939e+17,2.046181425061148e+17,2.0463310751269392e+17,2.0464283053365203e+17,2.0464806437791882e+17,2.046494487135037e+17
1.1533333333333333,2e+17,2.0000156260156512e+17,2.00097340903811e+17,2.004440943695852e+17,2.0095906066707562e+17,2.0151310459696582e+17,2.020342067169005e+17,2.024945717880181e+17,2.0288873980576346e+17,2.032207434661809e+17,2.034979080648e+17,2.0372810987216682e+17,2.0391867026130163e+17,2.040759892170559e+17,2.0420549810090394e+17,2.0431173903013398e+17,2.043984844855334e+17,2.044688599860643e+17,2.0452545527055245e+17,2.0457041959739872e+17,2.046055411450194e+17,2.046323121836959e+17,2.0465198216389094e+17,2.0466560081998496e+17,2.0467405314516688e+17,2.0467808779962733e+17,2.0467834023289914e+17
1.1566666666666667,2e+17,2.0000177550724058e+17,2.0010446933773648e+17,2.0046638858975907e+17,2.009957216035529e+17,2.0155982702554214e+17,2.0208690973345686e+17,2.0255025366556326e+17,2.0294538685486154e+17,2.0327706604750054e+17,2.0355310895753136e+17,2.0378171682640973e+17,2.0397042256083034e+17,2.04125762667432e+17,2.0425325582258998e+17,2.0435749922151994e+17,2.0444229928229286e+17,2.045108015846659e+17,2.0456560682695834e+17,2.0460886928086403e+17,2.046423782868085e+17,2.0466762482226826e+17,2.0468585552318227e+17,2.0469811641129744e+17,2.0470528828472128e+17,2.0470811540136336e+17,2.047072287813671e+17
1.1600000000000001,2e+17,2.0000201573207155e+17,2.0011206873999587e+17,2.004896483274541e+17,2.0103353630650458e+17,2.0160768062175104e+17,2.0214062991286646e+17,2.026068129013703e+17,2.03002774777011e+17,2.0333400724150518e+17,2.036088231546575e+17,2.0383574807521174e+17,2.0402252458213584e+17,2.0417582357846627e+17,2.0430124904887952e+17,2.0440345151059466e+17,2.044862698371714e+17,2.0455286844146778e+17,2.0460585797333155e+17,2.046473968933841e+17,2.0467927503038685e+17,2.0470298151789485e+17,2.0471975972547178e+17,2.0473065159069088e+17,2.0473653341006733e+17,2.0473814478547872e+17,2.047361120968498e+17
