Position_m,Temperature_t=0.00000000s,Temperature_t=1.66666667s,Temperature_t=3.33333333s,Temperature_t=5.00000000s,Temperature_t=6.66666667s,Temperature_t=8.33333333s,Temperature_t=10.00000000s,Temperature_t=11.66666667s,Temperature_t=13.33333333s,Temperature_t=15.00000000s,Temperature_t=16.66666667s,Temperature_t=18.33333333s
0.00264,43.78802343186794,41.4524136315158,40.89610765726721,40.64772387445009,40.507113168660474,40.41665613571152,40.35358639443599,40.30710352042354,40.27142547996631,40.24317756749992,40.220257786612265,40.2012886218366
0.0028799999999999997,43.749019582450714,41.44694380931017,40.894048871578335,40.64665396384435,40.50645943617076,40.416215763560814,40.353269743509316,40.30686493732115,40.27123929074253,40.243028234584116,40.22013535913804,40.2011864332502
0.0031199999999999995,43.70707946763022,41.44100624243681,40.8918105703942,40.645489975942326,40.505747951815444,40.41573637232029,40.35292497797324,40.306605139049424,40.27103652617366,40.242865595309816,40.22000201467676,40.20107512684833
0.0033599999999999997,43.66231097144791,41.434608066623426,40.88939456817809,40.64423265343897,40.50497910052432,40.41521819155529,40.35255224802907,40.3063242305381,40.27081726321771,40.24268970827498,40.21985779919125,40.200954739561595
0.0036,43.614828311492786,41.42775661714442,40.8868026958363,40.64288273315917,40.50415325853305,40.41466144273185,40.35215169692047,40.30602231084143,40.270581573866515,40.242500627851825,40.219702755018155,40.20082530518182
0.0038399999999999997,43.56475155401674,41.4204594783426,40.884036821848404,40.641440957406694,40.50327080041061,40.41406634398208,40.35172346437299,40.30569947573569,40.270329527176095,40.24229840581696,40.21953692220538,40.20068685547912
0.004079999999999999,43.51220610898646,41.41272451408468,40.88109886640627,40.639908081712456,40.50233210389569,40.41343311339725,40.35126768897644,40.30535581952119,40.27006119067638,40.24208309248411,40.21936033944191,40.20053942097868
0.004319999999999999,43.45732220803834,41.40455988549858,40.87799081092905,40.63828488020844,40.50133755329057,40.41276197135191,40.350784509872,40.304991436300824,40.269776631373006,40.241854737509804,40.219173044719696,40.20038303151409
0.00456,43.40023436836979,41.39597405994849,40.874714704426246,40.63657214938957,40.50028754187717,40.41205314217216,40.35027406796866,40.30460642090479,40.269475916473176,40.241613390477944,40.21897507581429,40.20021771662945
0.0048,43.34108084564509,41.386975813793825,40.87127266765298,40.634770710752214,40.4991824736534,40.41130685534838,40.34973650683336,40.30420086956984,40.26915911392027,40.241359101331156,40.218766470640055,40.20004350587677
0.005039999999999999,43.280003079015636,41.37757423061952,40.86766689568029,40.6328814126313,40.498022764586175,40.41052334642469,40.34917197334959,40.30377488044462,40.26882629279298,40.24109192069363,40.21854726751646,40.199860429039305
0.00528,43.217145131353895,41.36777869608667,40.86389965930098,40.63090513145327,40.49680884351343,40.409702857654175,40.34858061820847,40.30332855396924,40.268477523606585,40.24081190011559,40.218317505370216,40.199668516301344
0.00552,43.15265312777781,41.357598890205786,40.859973305562065,40.62884277255468,40.49554115278637,40.408845638481175,40.3479625962765,40.30286199316232,40.26811287854222,40.240519092260186,40.21807722389027,40.199467798378755
0.0057599999999999995,43.086674695498104,41.347044777606826,40.85589025762866,40.626695270671824,40.494220148716174,40.40795194589383,40.347318066870756,40.3023753038388,40.267732431622335,40.24021355104735,40.21782646364766,40.199258306620145
0.005999999999999999,43.01935840795603,41.336126596226585,40.851653014126896,40.624463590176845,40.49284630187084,40.40702204467767,40.34664719396384,40.30186859477522,40.267336258845404,40.239895331765055,40.217565266188664,40.199040073085875
0.006239999999999999,42.95085323613414,41.32485484472903,40.8472641480737,40.62214872511515,40.49142009725563,40.406056207592535,40.34595014633452,40.30134197783441,40.266924438289195,40.239564491155534,40.2172936741075,40.19881313061006
0.00648,42.88130800981902,41.31324026890091,40.84272630547387,40.61975169908482,40.48994203440157,40.40505471548945,40.345227097675995,40.3007955680587,40.26649705018961,40.239221087482015,40.21701173110318,40.198577512849276
0.006719999999999999,42.81087089147359,41.30129384721293,40.83804220364518,40.61727356498839,40.48841262738043,40.4040178573796,40.34447822667037,40.30022948373811,40.26605417700028,40.23886518058011,40.216719482023755,40.19833325432094
0.006959999999999999,42.73968886523901,41.289026775699796,40.833214629318505,40.61471540468015,40.486832404760015,40.4029459304648,40.34370371703637,40.29964384645858,40.26559590343676,40.23849683189702,40.21641697290078,40.19808039043346
0.0072,42.667907243433895,41.276450452284934,40.8282464365494,40.6120783285269,40.485201909510565,40.401839240136574,40.342903757555014,40.29903878113414,40.265122316508375,40.23811610452086,40.21610425097561,40.19781895750965
0.0074399999999999996,42.59566919275292,41.26357646065587,40.82314054447053,40.609363474895936,40.48352169887037,40.40069809994925,40.342078542077445,40.29841441602587,40.26463350553992,40.23772306320211,40.21578136471941,40.19754899280493
0.007679999999999999,42.523115282189714,41.250416553780966,40.81789993490823,40.6065720095815,40.481792344177194,40.39952283157154,40.341228269517806,40.29777088274994,40.26412956218513,40.237317774368385,40.215448363847706,40.19727053452108
