r_m,B_tesla_phi_0.7
0.0,1.1375953742571427
0.00011999999999999999,1.1376595310629651
0.00023999999999999998,1.1377236798934065
0.00035999999999999997,1.1377878208758256
0.00047999999999999996,1.1378519541375192
0.0006,1.137916079805717
0.0007199999999999999,1.1379801980075872
0.0008399999999999999,1.138044308870232
0.0009599999999999999,1.1381084125206913
0.0010799999999999998,1.13817250908594
0.0012,1.1382365986929635
0.00132,1.1383006814728232
0.0014399999999999999,1.1383647575627598
0.0015599999999999998,1.1384288271004663
0.0016799999999999999,1.138492890223576
0.0018,1.1385569470696588
0.0019199999999999998,1.1386209977762227
0.0020399999999999997,1.1386850424807142
0.0021599999999999996,1.1387490813205168
0.00228,1.138813114432953
0.0024,1.138877141955283
0.0025199999999999997,1.1389411640247045
0.00264,1.1390051807783534
0.00276,1.1390691923533032
0.0028799999999999997,1.1391331988865652
0.0029999999999999996,1.139197200515089
0.0031199999999999995,1.1392611973757614
0.00324,1.1393251896054062
0.0033599999999999997,1.1393891773407867
0.0034799999999999996,1.1394531607186038
0.0036,1.1395171398754949
0.0037199999999999998,1.1395811149482042
0.0038399999999999997,1.1396450860785645
0.00396,1.139709053414296
0.004079999999999999,1.1397730171033917
0.0042,1.139836977293784
0.004319999999999999,1.139900934133345
0.0044399999999999995,1.1399648877698858
0.00456,1.140028838351158
0.004679999999999999,1.1400927860248529
0.0048,1.140156730938601
0.00492,1.1402206732399716
0.005039999999999999,1.1402846130764748
0.00516,1.1403485505955597
0.00528,1.1404124859446154
0.005399999999999999,1.1404764192709702
0.00552,1.1405403507218919
0.005639999999999999,1.1406042804445875
0.0057599999999999995,1.1406682085862054
0.00588,1.1407321352938307
0.005999999999999999,1.1407960607144891
0.00612,1.1408599849951477
0.006239999999999999,1.1409239082830414
0.006359999999999999,1.14098783073156
0.00648,1.1410517524995638
0.006599999999999999,1.1411156737460428
0.006719999999999999,1.141179594629932
0.00684,1.1412435153101053
0.006959999999999999,1.1413074359453785
0.0070799999999999995,1.1413713566945096
0.0072,1.141435277716196
0.007319999999999999,1.1414991991690782
0.0074399999999999996,1.141563121211737
0.007559999999999999,1.1416270440026943
0.007679999999999999,1.1416909677004135
0.0078,1.1417548924632999
0.00792,1.1418188184496993
0.008039999999999999,1.1418827458178986
0.008159999999999999,1.1419466747261269
0.00828,1.1420106053325536
0.0084,1.1420745377952903
0.00852,1.1421384722723888
0.008639999999999998,1.1422024089218434
0.008759999999999999,1.1422663479021702
