Position_m,Temperature_t=0.00000000s,Temperature_t=0.47619048s,Temperature_t=0.95238095s,Temperature_t=1.42857143s,Temperature_t=1.90476190s,Temperature_t=2.38095238s,Temperature_t=2.85714286s,Temperature_t=3.33333333s,Temperature_t=3.80952381s,Temperature_t=4.28571429s,Temperature_t=4.76190476s,Temperature_t=5.23809524s,Temperature_t=5.71428571s,Temperature_t=6.19047619s,Temperature_t=6.66666667s,Temperature_t=7.14285714s,Temperature_t=7.61904762s,Temperature_t=8.09523810s,Temperature_t=8.57142857s,Temperature_t=9.04761905s,Temperature_t=9.52380952s,Temperature_t=10.00000000s,Temperature_t=10.47619048s,Temperature_t=10.95238095s,Temperature_t=11.42857143s,Temperature_t=11.90476190s,Temperature_t=12.38095238s,Temperature_t=12.85714286s,Temperature_t=13.33333333s,Temperature_t=13.80952381s,Temperature_t=14.28571429s,Temperature_t=14.76190476s,Temperature_t=15.23809524s,Temperature_t=15.71428571s,Temperature_t=16.19047619s,Temperature_t=16.66666667s,Temperature_t=17.14285714s,Temperature_t=17.61904762s,Temperature_t=18.09523810s,Temperature_t=18.57142857s,Temperature_t=19.04761905s,Temperature_t=19.52380952s
-0.1176,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0000000000001,1000.0000000000005,1000.0000000000013,1000.0000000000032,1000.0000000000076,1000.0000000000174,1000.0000000000376,1000.000000000078,1000.0000000001555,1000.0000000002995,1000.0000000005577,1000.0000000010074,1000.0000000017685,1000.0000000030234,1000.0000000050434,1000.0000000082221,1000.0000000131206,1000.000000020523
-0.11735999999999999,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0000000000001,1000.0000000000002,1000.0000000000006,1000.0000000000015,1000.0000000000036,1000.0000000000088,1000.0000000000197,1000.0000000000423,1000.0000000000873,1000.0000000001736,1000.0000000003329,1000.0000000006177,1000.0000000011115,1000.0000000019445,1000.0000000033136,1000.0000000055104,1000.000000008957,1000.0000000142531,1000.0000000222348
-0.11712,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0000000000001,1000.0000000000002,1000.0000000000007,1000.0000000000017,1000.0000000000042,1000.0000000000099,1000.0000000000223,1000.0000000000477,1000.0000000000982,1000.0000000001944,1000.0000000003714,1000.0000000006864,1000.000000001231,1000.0000000021463,1000.0000000036456,1000.0000000060436,1000.0000000097948,1000.0000000155424,1000.0000000241805
-0.11688,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0000000000001,1000.0000000000002,1000.0000000000008,1000.0000000000019,1000.0000000000049,1000.0000000000114,1000.0000000000254,1000.0000000000541,1000.0000000001108,1000.0000000002184,1000.0000000004155,1000.0000000007652,1000.0000000013674,1000.0000000023762,1000.0000000040231,1000.0000000066491,1000.0000000107444,1000.0000000170014,1000.0000000263796
-0.11664,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0000000000001,1000.0000000000003,1000.0000000000009,1000.0000000000023,1000.0000000000056,1000.000000000013,1000.0000000000289,1000.0000000000614,1000.0000000001252,1000.0000000002458,1000.000000000466,1000.000000000855,1000.0000000015226,1000.0000000026371,1000.0000000044507,1000.0000000073335,1000.0000000118162,1000.0000000186454,1000.0000000288534
-0.11639999999999999,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0000000000001,1000.0000000000003,1000.000000000001,1000.0000000000026,1000.0000000000064,1000.0000000000149,1000.000000000033,1000.0000000000698,1000.0000000001418,1000.0000000002772,1000.0000000005234,1000.000000000957,1000.0000000016985,1000.0000000029322,1000.0000000049334,1000.0000000081047,1000.0000000130216,1000.0000000204913,1000.0000000316263
-0.11616,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0000000000001,1000.0000000000005,1000.0000000000011,1000.0000000000031,1000.0000000000074,1000.000000000017,1000.0000000000376,1000.0000000000794,1000.0000000001606,1000.0000000003129,1000.0000000005887,1000.0000000010727,1000.0000000018975,1000.0000000032652,1000.0000000054771,1000.0000000089714,1000.0000000143734,1000.0000000225576,1000.0000000347254
-0.11592,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0000000000001,1000.0000000000005,1000.0000000000014,1000.0000000000035,1000.0000000000085,1000.0000000000197,1000.0000000000431,1000.0000000000904,1000.0000000001821,1000.0000000003536,1000.0000000006628,1000.0000000012036,1000.0000000021221,1000.0000000036403,1000.0000000060877,1000.000000009943,1000.0000000158861,1000.0000000248656,1000.0000000381807
-0.11567999999999999,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0000000000001,1000.0000000000002,1000.0000000000006,1000.0000000000016,1000.0000000000041,1000.0000000000099,1000.0000000000225,1000.0000000000492,1000.000000000103,1000.0000000002067,1000.0000000003997,1000.0000000007468,1000.0000000013515,1000.0000000023751,1000.0000000040618,1000.0000000067727,1000.0000000110305,1000.0000000175758,1000.0000000274384,1000.0000000420258
-0.11544,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0000000000001,1000.0000000000002,1000.0000000000007,1000.0000000000018,1000.0000000000048,1000.0000000000114,1000.0000000000259,1000.0000000000564,1000.0000000001173,1000.0000000002346,1000.0000000004521,1000.0000000008417,1000.0000000015184,1000.0000000026599,1000.000000004535,1000.0000000075398,1000.0000000122457,1000.00000001946,1000.0000000303022,1000.0000000462976
-0.1152,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0000000000001,1000.0000000000002,1000.0000000000008,1000.0000000000022,1000.0000000000055,1000.0000000000131,1000.0000000000298,1000.0000000000645,1000.0000000001338,1000.0000000002665,1000.0000000005115,1000.0000000009491,1000.0000000017064,1000.00000000298,1000.0000000050655,1000.0000000083979,1000.0000000136021,1000.0000000215587,1000.0000000334854,1000.000000051037
-0.11495999999999999,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0000000000001,1000.0000000000003,1000.0000000000009,1000.0000000000025,1000.0000000000064,1000.0000000000151,1000.0000000000342,1000.0000000000738,1000.0000000001525,1000.0000000003026,1000.0000000005788,1000.0000000010704,1000.0000000019181,1000.0000000033394,1000.00000000566,1000.0000000093569,1000.0000000151144,1000.0000000238937,1000.0000000370198,1000.0000000562892
-0.11471999999999999,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0000000000001,1000.0000000000003,1000.0000000000011,1000.000000000003,1000.0000000000074,1000.0000000000175,1000.0000000000393,1000.0000000000845,1000.0000000001738,1000.0000000003436,1000.000000000655,1000.0000000012071,1000.0000000021564,1000.0000000037429,1000.0000000063253,1000.0000000104277,1000.0000000167992,1000.0000000264891,1000.0000000409407,1000.0000000621042
-0.11448,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0000000000001,1000.0000000000005,1000.0000000000013,1000.0000000000034,1000.0000000000085,1000.0000000000201,1000.0000000000451,1000.0000000000966,1000.000000000198,1000.0000000003902,1000.0000000007411,1000.0000000013614,1000.0000000024244,1000.0000000041953,1000.0000000070694,1000.0000000116224,1000.0000000186747,1000.0000000293721,1000.0000000452866,1000.0000000685368
-0.11424,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0000000000002,1000.0000000000006,1000.0000000000015,1000.000000000004,1000.0000000000099,1000.0000000000232,1000.0000000000518,1000.0000000001105,1000.0000000002257,1000.0000000004429,1000.0000000008386,1000.0000000015352,1000.0000000027254,1000.0000000047022,1000.0000000079011,1000.0000000129545,1000.0000000207609,1000.0000000325721,1000.0000000501002,1000.0000000756476
-0.11399999999999999,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0000000000001,1000.0000000000002,1000.0000000000007,1000.0000000000017,1000.0000000000047,1000.0000000000115,1000.0000000000268,1000.0000000000596,1000.0000000001264,1000.000000000257,1000.0000000005028,1000.0000000009486,1000.0000000017311,1000.0000000030636,1000.0000000052701,1000.0000000088304,1000.0000000144391,1000.0000000230805,1000.000000036122,1000.0000000554288,1000.000000083503
-0.11376,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0000000000001,1000.0000000000002,1000.0000000000007,1000.000000000002,1000.0000000000053,1000.0000000000133,1000.0000000000309,1000.0000000000683,1000.0000000001445,1000.0000000002929,1000.0000000005707,1000.000000001073,1000.0000000019517,1000.0000000034433,1000.0000000059059,1000.000000009868,1000.0000000160927,1000.000000025658,1000.0000000400577,1000.0000000613239,1000.0000000921763
