Position_m,Temperature_t=0.00000000s,Temperature_t=0.90909091s,Temperature_t=1.81818182s,Temperature_t=2.72727273s,Temperature_t=3.63636364s,Temperature_t=4.54545455s,Temperature_t=5.45454545s,Temperature_t=6.36363636s,Temperature_t=7.27272727s,Temperature_t=8.18181818s,Temperature_t=9.09090909s,Temperature_t=10.00000000s,Temperature_t=10.90909091s,Temperature_t=11.81818182s,Temperature_t=12.72727273s,Temperature_t=13.63636364s,Temperature_t=14.54545455s,Temperature_t=15.45454545s,Temperature_t=16.36363636s,Temperature_t=17.27272727s,Temperature_t=18.18181818s,Temperature_t=19.09090909s
0.06408,100.00000000000011,100.00000000094694,100.00000011283824,100.0000022250645,100.00001706789212,100.00007486272489,100.00022939708418,100.00055075485196,100.0011116957013,100.00197482864323,100.00318450638643,100.00476392598998,100.0067161467048,100.00902735624129,100.01167101434375,100.01461197495482,100.01781010285785,100.02122319153455,100.02480916444082,100.0285276326898,100.03234091869501,100.03621466082635
0.06431999999999999,100.00000000000009,100.00000000080118,100.00000009916988,100.00000200225539,100.00001560916185,100.00006927704402,100.00021420074411,100.00051793538368,100.00105147904814,100.0018767617699,100.003038496811,100.00456103678282,100.00644908919313,100.00869070926329,100.01126123487884,100.01412726961695,100.01725021954024,100.02058917570655,100.02410311042145,100.0277524486944,100.0315001159473,100.03531217119424
0.06455999999999999,100.00000000000007,100.00000000067746,100.0000000871189,100.0000018011198,100.00001427086694,100.00006409172794,100.00019996612208,100.00048697392663,100.00099434394787,100.00178327005008,100.00289874135488,100.00436617431768,100.00619184015422,100.0083655917877,100.01086459274242,100.01365716045687,100.01670622102058,100.0199721535207,100.0234149784539,100.02699594044391,100.03067857792898,100.03442938321817
0.0648,100.00000000000006,100.0000000005725,100.00000007649875,100.00000161961619,100.00001304344512,100.00005927937568,100.0001866355307,100.00045777154234,100.00094014324802,100.00169415595144,100.00276499423366,100.004179049847,100.00594407508086,100.00805165158626,100.01048071605038,100.01320126348901,100.01617771794402,100.01937173602012,100.02274438475429,100.02625773315532,100.02987594182488,100.03356594826218
0.06504,100.00000000000004,100.00000000048352,100.00000006714376,100.00000145588851,100.00001191805994,100.00005481436216,100.00017415452555,100.00043023417469,100.00088873622815,100.00160922964307,100.00263701825631,100.00399938371325,100.00570547869131,100.00774854549161,100.0101092415846,100.01275920283553,100.01566432840036,100.01878754097258,100.0220909515234,100.02553745729789,100.02909184936675,100.03272152157146
0.06527999999999999,100.00000000000003,100.00000000040814,100.00000005890693,100.00000130825005,100.00001088654857,100.00005067273042,100.0001624717374,100.00040427243184,100.000839988351,100.00152830873652,100.00251458457421,100.00382690511901,100.00547574472863,100.00745593922967,100.00974981465906,100.01233061062464,100.01516567785188,100.01821919282419,100.0214543069227,100.02483474858792,100.0283259468431,100.03189576229452
0.06552,100.00000000000003,100.0000000003443,100.00000005165792,100.0000011751685,100.00000994137301,100.00004683208999,100.00015153871183,100.00037980137684,100.00079377102165,100.00145121803374,100.00239747243522,100.00366135190046,100.0052545757618,100.00717350725265,100.00940208898551,100.01191512688787,100.0146813990594,100.01766632265112,100.02083408504814,100.02414924798093,100.02757788510671,100.03108833350294
0.06576,100.00000000000001,100.00000000029029,100.00000004528111,100.00000105525253,100.00000907557472,100.00004327152085,100.00014130975674,100.00035674032627,100.00074996135434,100.00137778928134,100.00228546894292,100.00350247030434,100.0050416829889,100.00690093257249,100.00906572653876,100.01151239945595,100.01421113200657,100.01712856810917,100.02022992590142,100.02348060166149,100.02684731957977,100.03029890220867
0.06599999999999999,100.00000000000001,100.0000000002446,100.00000003967412,100.00000094723916,100.00000828273225,100.00003997148288,100.0001317417967,100.00033501265673,100.00070844194703,100.00130786093163,100.00217836882084,100.00335001476847,100.00483678604233,100.00663790659551,100.0087403974218,100.01112208385386,100.01375452382266,100.01660557338131,100.0196414753593,100.0228284610308,100.02613391025652,100.02952713937927
0.06624,100.00000000000001,100.00000000020599,100.00000003474622,100.00000084998253,100.00000755692193,100.00003691373043,100.00012279423436,100.00031454561915,100.00066910066322,100.00124127791011,100.0020759741819,100.00320374770584,100.00463961279604,100.00638412895755,100.00842577973067,100.01074384319485,100.0133112287038,100.01609698912343,100.01906838514063,100.02219248269189,100.02543732170379,100.02877271995067
