Position_m,Temperature_t=0.00000000s,Temperature_t=2.00000000s,Temperature_t=4.00000000s,Temperature_t=6.00000000s,Temperature_t=8.00000000s,Temperature_t=10.00000000s,Temperature_t=12.00000000s,Temperature_t=14.00000000s,Temperature_t=16.00000000s,Temperature_t=18.00000000s
-0.102,60.0,60.000000000000156,60.00000001156103,60.00000148592209,60.0000216034693,60.00011591901319,60.000363947708884,60.000830164215834,60.00154304451146,60.002497372777285
-0.10175999999999999,60.0,60.00000000000018,60.00000001262057,60.00000158287889,60.000022697596826,60.000120709744174,60.00037661393583,60.000854998660984,60.001583273058706,60.002554656768275
-0.10151999999999999,60.0,60.000000000000206,60.00000001377434,60.000001685909794,60.000023844397745,60.000125687313144,60.00038969541889,60.00088053737056,60.0016245116628,60.00261323922114
-0.10128,60.0,60.000000000000234,60.00000001503046,60.00000179537826,60.00002504625714,60.00013085843666,60.00040320434957,60.00090679750979,60.00166678094307,60.00267314242745
-0.10103999999999999,60.0,60.00000000000027,60.000000016397706,60.000001911668384,60.000026305660775,60.00013623005276,60.00041715324429,60.0009337966237,60.00171010190588,60.00273438903975
-0.10079999999999999,60.0,60.00000000000031,60.0000000178856,60.000002035186,60.00002762519897,60.00014180932722,60.000431554951355,60.00096155264303,60.00175449594864,60.00279700207383
-0.10056,60.0,60.00000000000036,60.000000019504434,60.00000216635984,60.00002900757062,60.00014760366013,60.000446422657994,60.00099008389015,60.001799984863936,60.00286100491077
-0.10031999999999999,60.0,60.00000000000041,60.00000002126536,60.00000230564276,60.00003045558732,60.00015362069252,60.00046176989752,60.001019409085124,60.00184659084357,60.00292642129916
-0.10007999999999999,60.0,60.000000000000476,60.000000023180434,60.00000245351299,60.00003197217768,60.00015986831314,60.00047761055666,60.00104954735171,60.001894336482664,60.00299327535717
-0.09983999999999998,60.0,60.00000000000055,60.00000002526271,60.000002610475505,60.00003356039173,60.00016635466547,60.00049395888289,60.001080518223496,60.00194324478376,60.00306159157464
-0.0996,60.0,60.00000000000063,60.0000000275263,60.00000277706338,60.0000352234055,60.00017308815483,60.000510829492015,60.00111234165004,60.00199333916087,60.0031313948151
-0.09935999999999999,60.0,60.000000000000725,60.00000002998645,60.00000295383931,60.000036964525776,60.000180077455695,60.00052823737573,60.00114503800311,60.002044643443604,60.003202710317815
-0.09911999999999999,60.0,60.00000000000083,60.00000003265968,60.0000031413971,60.00003878719495,60.00018733151911,60.00054619790939,60.00117862808288,60.002097181881204,60.00327556369974
-0.09888,60.0,60.00000000000096,60.0000000355638,60.00000334036334,60.00004069499612,60.00019485958036,60.000564726859835,60.00121313312431,60.00215097914666,60.003349980957466
-0.09863999999999999,60.0,60.0000000000011,60.00000003871809,60.000003551399026,60.000042691658244,60.00020267116676,60.00058384039338,60.001248574803384,60.00220606034074,60.00342598846914
-0.09839999999999999,60.0,60.000000000001265,60.00000004214337,60.00000377520139,60.00004478106158,60.000210776105604,60.00060355508385,60.001284975243564,60.00226245099607,60.00350361299629
-0.09816,60.0,60.00000000000145,60.000000045862116,60.00000401250573,60.00004696724319,60.00021918453234,60.000623887920774,60.0013223570222,60.00232017708114,60.00358288168567
-0.09792,60.0,60.00000000000166,60.000000049898595,60.000004264087345,60.00004925440273,60.00022790689888,60.0006448563177,60.001360743176946,60.00237926500437,60.003663822071005
-0.09767999999999999,60.0,60.000000000001904,60.000000054279035,60.00000453076362,60.000051646908325,60.00023695398208,60.00066647812054,60.0014001572123,60.00243974161809,60.00374646207478
-0.09743999999999998,60.0,60.00000000000219,60.00000005903171,60.00000481339608,60.00005414930269,60.000246336892474,60.000688771616154,60.00144062310611,60.00250163422252,60.003830830009825
-0.0972,60.0,60.00000000000251,60.00000006418716,60.0000051128927,60.00005676630946,60.000256067083086,60.000711755540905,60.00148216531613,60.002564970569765,60.00391695458103
-0.09695999999999999,60.0,60.00000000000287,60.00000006977831,60.00000543021018,60.00005950283962,60.000266156358514,60.000735449089426,60.001524808786606,60.00262977886772,60.00400486488686
-0.09671999999999999,60.0,60.00000000000329,60.00000007584068,60.00000576635641,60.000062363998275,60.00027661688416,60.000759871923435,60.00156857895487,60.00269608778402,60.00409459042089
-0.09648,60.0,60.00000000000377,60.00000008241258,60.000006122393025,60.00006535509151,60.000287461195654,60.000785044180695,60.00161350175802,60.00276392644985,60.004186161073285
-0.09623999999999999,60.0,60.00000000000431,60.000000089535305,60.00000649943808,60.00006848163352,60.00029870220848,60.000810986484026,60.001659603639546,60.0028333244639,60.00427960713217
-0.09599999999999999,60.0,60.00000000000494,60.00000009725336,60.00000689866883,60.00007174935396,60.000310353227796,60.000837719950496,60.001706911556,60.00290431189609,60.00437495928499
-0.09576,60.0,60.00000000000565,60.00000010561472,60.00000732132464,60.00007516420547,60.0003224279584,60.00086526620063,60.00175545298372,60.00297691929136,60.004472248619784
-0.09552,60.0,60.000000000006466,60.000000114671046,60.00000776871007,60.00007873237151,60.000334940514975,60.000893647367796,60.00180525592551,60.00305117767346,60.00457150662639
-0.09527999999999999,60.0,60.00000000000739,60.000000124478,60.000008242198035,60.000082460274335,60.000347905432484,60.000922886107645,60.00185634891737,60.003127118548576,60.00467276519759
-0.09503999999999999,60.0,60.00000000000845,60.000000135095526,60.00000874323313,60.00008635458325,60.000361337676736,60.000953005607656,60.00190876103523,60.003204773909005,60.00477605663017
-0.0948,60.0,60.00000000000965,60.000000146588135,60.000009273335124,60.00009042222316,60.00037525265524,60.000984029596786,60.001962521901675,60.00328417623674,60.00488141362595
-0.09455999999999999,60.0,60.00000000001102,60.0000001590253,60.000009834102585,60.00009467038326,60.000389666228145,60.00101598235522,60.002017661692676,60.00336535850703,60.00498886929266
-0.09431999999999999,60.0,60.000000000012584,60.00000017248174,60.00001042721667,60.00009910652608,60.0004045947195,60.00104888872419,60.00207421114435,60.00344835419186,60.00509845714483
-0.09408,60.0,60.00000000001436,60.00000018703787,60.000011054445075,60.00010373839672,60.00042005492864,60.00108277411593,60.00213220155965,60.003533197263366,60.005210211104526
-0.09383999999999999,60.0,60.000000000016385,60.00000020278018,60.00001171764617,60.00010857403239,60.00043606414181,60.00111766452365,60.00219166481513,60.003619922197245,60.00532416550204
-0.09359999999999999,60.0,60.00000000001869,60.00000021980166,60.0000124187733,60.00011362177222,60.00045264014397,60.00115358653166,60.00225263336764,60.003708563976005,60.005440355076495
-0.09336,60.0,60.0000000000213,60.00000023820231,60.000013159879295,60.000118890267345,60.000469801230864,60.001190567325565,60.00231514026105,60.003799158092264,60.00555881497637
-0.09312,60.0,60.000000000024286,60.0000002580896,60.000013943121125,60.000124388491216,60.00048756622123,60.00122863470253,60.002379219132884,60.003891740551865,60.00567958075988
-0.09287999999999999,60.0,60.00000000002767,60.00000027957901,60.00001477076481,60.00013012575029,60.000505954469254,60.00126781708158,60.00244490422104,60.003986347877,60.00580268839536
-0.09263999999999999,60.0,60.00000000003151,60.000000302794625,60.00001564519049,60.00013611169497,60.00052498587724,60.0013081435141,60.00251223037043,60.004083017109245,60.00592817426147
-0.0924,60.0,60.00000000003588,60.00000032786971,60.00001656889776,60.00014235633083,60.0005446809085,60.0013496436943,60.00258123303952,60.00418178581244,60.006056075147335
-0.09215999999999999,60.0,60.00000000004084,60.00000035494736,60.00001754451118,60.00014887003016,60.00056506060037,60.001392347969734,60.00265194830702,60.00428269207561,60.00618642825259
-0.09191999999999999,60.0,60.00000000004647,60.00000038418124,60.00001857478602,60.000155663543836,60.00058614657759,60.00143628735202,60.00272441287834,60.00438577451568,60.006319271187344
-0.09168,60.0,60.00000000005286,60.00000041573625,60.00001966261428,60.00016274801349,60.00060796106573,60.00148149352751,60.002798664092154,60.004491072280196,60.006454641971985
-0.09144,60.0,60.000000000060105,60.00000044978936,60.000020811030936,60.00017013498399,60.00063052690498,60.00152799886801,60.00287473992683,60.00459862504987,60.006592579036926
-0.09119999999999999,60.0,60.00000000006832,60.00000048653043,60.00002202322042,60.0001778364163,60.00065386756399,60.00157583644168,60.00295267900687,60.00470847304112,60.00673312122222
-0.09095999999999999,60.0,60.00000000007763,60.0000005261631,60.0000233025234,60.00018586470059,60.000678007154114,60.00162504002383,60.00303252060927,60.00482065700838,60.00687630777708
-0.09072,60.0,60.00000000008818,60.00000056890573,60.00002465244385,60.00019423266979,60.000702970443655,60.00167564410791,60.00311430466981,60.00493521824647,60.007022178359264
-0.09047999999999999,60.0,60.00000000010013,60.00000061499245,60.00002607665629,60.00020295361339,60.00072878287249,60.00172768391645,60.00319807178933,60.00505219859272,60.00717077303436
-0.09023999999999999,60.0,60.00000000011366,60.0000006646742,60.000027579013505,60.00021204129163,60.00075547056682,60.001781195412065,60.003283863239915,60.005171640429026,60.00732213227496
-0.09,60.0,60.00000000012897,60.000000718219844,60.000029163554395,60.00022150995011,60.00078306035414,60.00183621530855,60.003371720970996,60.005293586683855,60.00747629695968
-0.08975999999999999,60.0,60.0000000001463,60.00000077591749,60.00003083451224,60.00023137433464,60.00081157977841,60.00189278108193,60.00346168761538,60.00541808083401,60.007633308372085
-0.08951999999999999,60.0,60.0000000001659,60.0000008380757,60.000032596323244,60.00024164970655,60.000841057115466,60.00195093098159,60.00355380649526,60.00554516690641,60.00779320819951
-0.08928,60.0,60.00000000018806,60.00000090502487,60.00003445363544,60.00025235185835,60.0008715213886,60.00201070404144,60.003648121628046,60.00567488947959,60.00795603853166
-0.08904,60.0,60.00000000021311,60.00000097711874,60.00003641131795,60.000263497129744,60.00090300238437,60.00207214009104,60.0037446777322,60.00580729368526,60.0081218418592
-0.08879999999999999,60.0,60.000000000241414,60.000001054735925,60.000038474470514,60.00027510242408,60.00093553066855,60.00213527976679,60.003843520232905,60.005942425209525,60.008290661072124
-0.08855999999999999,60.0,60.00000000027338,60.000001138281576,60.00004064843353,60.00028718522512,60.00096913760236,60.00220016452317,60.00394469526767,60.00608033029414,60.008462539458044
-0.08832,60.0,60.000000000309484,60.00000122818912,60.00004293879835,60.00029976361426,60.00100385535885,60.00226683664383,60.00404824969186,60.00622105573753,60.008637520700276
-0.08807999999999999,60.0,60.00000000035023,60.00000132492215,60.000045351418045,60.00031285628814,60.00103971693949,60.002335339252895,60.004154231084044,60.00636464889566,60.008815648875846
-0.08783999999999999,60.0,60.0000000003962,60.00000142897638,60.00004789241853,60.00032648257665,60.0010767561909,60.002405716326074,60.004262687751314,60.006511157682866,60.00899696845334
-0.0876,60.0,60.00000000044806,60.00000154088179,60.00005056821013,60.000340662461305,60.00111500782186,60.002478012701886,60.004373668734395,60.00666063057236,60.009181524290575
-0.08736,60.0,60.00000000050653,60.0000016612048,60.00005338549957,60.00035541659413,60.00115450742041,60.00255227409278,60.004487223812745,60.00681311659673,60.009369361632174
