Position_m,Temperature_t=0.00000000s,Temperature_t=0.13793103s,Temperature_t=0.27586207s,Temperature_t=0.41379310s,Temperature_t=0.55172414s,Temperature_t=0.68965517s,Temperature_t=0.82758621s,Temperature_t=0.96551724s,Temperature_t=1.10344828s,Temperature_t=1.24137931s,Temperature_t=1.37931034s,Temperature_t=1.51724138s,Temperature_t=1.65517241s,Temperature_t=1.79310345s,Temperature_t=1.93103448s,Temperature_t=2.06896552s,Temperature_t=2.20689655s,Temperature_t=2.34482759s,Temperature_t=2.48275862s,Temperature_t=2.62068966s,Temperature_t=2.75862069s,Temperature_t=2.89655172s,Temperature_t=3.03448276s,Temperature_t=3.17241379s,Temperature_t=3.31034483s,Temperature_t=3.44827586s,Temperature_t=3.58620690s,Temperature_t=3.72413793s,Temperature_t=3.86206897s,Temperature_t=4.00000000s,Temperature_t=4.13793103s,Temperature_t=4.27586207s,Temperature_t=4.41379310s,Temperature_t=4.55172414s,Temperature_t=4.68965517s,Temperature_t=4.82758621s,Temperature_t=4.96551724s,Temperature_t=5.10344828s,Temperature_t=5.24137931s,Temperature_t=5.37931034s,Temperature_t=5.51724138s,Temperature_t=5.65517241s,Temperature_t=5.79310345s,Temperature_t=5.93103448s,Temperature_t=6.06896552s,Temperature_t=6.20689655s,Temperature_t=6.34482759s,Temperature_t=6.48275862s,Temperature_t=6.62068966s,Temperature_t=6.75862069s,Temperature_t=6.89655172s,Temperature_t=7.03448276s,Temperature_t=7.17241379s,Temperature_t=7.31034483s,Temperature_t=7.44827586s,Temperature_t=7.58620690s,Temperature_t=7.72413793s,Temperature_t=7.86206897s,Temperature_t=8.00000000s,Temperature_t=8.13793103s,Temperature_t=8.27586207s,Temperature_t=8.41379310s,Temperature_t=8.55172414s,Temperature_t=8.68965517s,Temperature_t=8.82758621s,Temperature_t=8.96551724s,Temperature_t=9.10344828s,Temperature_t=9.24137931s,Temperature_t=9.37931034s,Temperature_t=9.51724138s,Temperature_t=9.65517241s,Temperature_t=9.79310345s,Temperature_t=9.93103448s,Temperature_t=10.06896552s,Temperature_t=10.20689655s,Temperature_t=10.34482759s,Temperature_t=10.48275862s,Temperature_t=10.62068966s,Temperature_t=10.75862069s,Temperature_t=10.89655172s,Temperature_t=11.03448276s,Temperature_t=11.17241379s,Temperature_t=11.31034483s,Temperature_t=11.44827586s,Temperature_t=11.58620690s,Temperature_t=11.72413793s,Temperature_t=11.86206897s,Temperature_t=12.00000000s,Temperature_t=12.13793103s,Temperature_t=12.27586207s,Temperature_t=12.41379310s,Temperature_t=12.55172414s,Temperature_t=12.68965517s,Temperature_t=12.82758621s,Temperature_t=12.96551724s,Temperature_t=13.10344828s,Temperature_t=13.24137931s,Temperature_t=13.37931034s,Temperature_t=13.51724138s,Temperature_t=13.65517241s,Temperature_t=13.79310345s,Temperature_t=13.93103448s,Temperature_t=14.06896552s,Temperature_t=14.20689655s,Temperature_t=14.34482759s,Temperature_t=14.48275862s,Temperature_t=14.62068966s,Temperature_t=14.75862069s,Temperature_t=14.89655172s,Temperature_t=15.03448276s,Temperature_t=15.17241379s,Temperature_t=15.31034483s,Temperature_t=15.44827586s,Temperature_t=15.58620690s,Temperature_t=15.72413793s,Temperature_t=15.86206897s,Temperature_t=16.00000000s,Temperature_t=16.13793103s,Temperature_t=16.27586207s,Temperature_t=16.41379310s,Temperature_t=16.55172414s,Temperature_t=16.68965517s,Temperature_t=16.82758621s,Temperature_t=16.96551724s,Temperature_t=17.10344828s,Temperature_t=17.24137931s,Temperature_t=17.37931034s,Temperature_t=17.51724138s,Temperature_t=17.65517241s,Temperature_t=17.79310345s,Temperature_t=17.93103448s,Temperature_t=18.06896552s,Temperature_t=18.20689655s,Temperature_t=18.34482759s,Temperature_t=18.48275862s,Temperature_t=18.62068966s,Temperature_t=18.75862069s,Temperature_t=18.89655172s,Temperature_t=19.03448276s,Temperature_t=19.17241379s,Temperature_t=19.31034483s,Temperature_t=19.44827586s,Temperature_t=19.58620690s,Temperature_t=19.72413793s,Temperature_t=19.86206897s
-0.12,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.00000000000003,80.00000000000024,80.00000000000152,80.0000000000077,80.00000000003236,80.00000000011626,80.00000000036634,80.0000000010328,80.00000000264659,80.00000000624439,80.00000001371008,80.00000002825989,80.00000005509341,80.00000010222358,80.00000018148761,80.00000030972807,80.00000051012135,80.00000081361922,80.00000126046089,80.00000190170702,80.00000280074451,80.00000403471122,80.00000569579313,80.0000078923516,80.00001074984536,80.00001441152021,80.00001903884768,80.00002481170229,80.00003192827567,80.00004060473242,80.0000510746196,80.00006358804697,80.0000784106587,80.00009582242161,80.00011611625571,80.00013959653496,80.00016657748586,80.00019738151119,80.00023233746532,80.00027177890567,80.00031604234337,80.00036546551372,80.00042038568526,80.00048113802315,80.00054805402108,80.00062146001315,80.00070167577465,80.00078901321963,80.00088377519981,80.00098625440903,80.00109673239469,80.00121547867688,80.00134274997457,80.00147878953683,80.00162382657663,80.00177807580347,80.00194173705104,80.00211499499513,80.0022980189569,80.00249096278645,80.00269396482096,80.00290714791235,80.00313061951866,80.00336447185377,80.00360878209024,80.00386361260975,80.00412901129646,80.00440501186802,80.00469163423993,80.0049888849186,80.00529675741906,80.00561523270328,80.00594427963566,80.00628385545193,80.00663390623869,80.00699436742029,80.00736516425064,80.00774621230742,80.0081374179864,80.00853867899392,80.00894988483577,80.00937091730071,80.00980165093733,80.01024195352296,80.01069168652332,80.01115070554236,80.01161886076105,80.01209599736463,80.0125819559578,80.01307657296717,80.01357968103075,80.01409110937428,80.01461068417389,80.01513822890533,80.01567356467945,80.01621651056404,80.0167668838921,80.01732450055658,80.01788917529176,80.01846072194147,80.01903895371436,80.01962368342645,80.02021472373119,80.02081188733744,80.02141498721551,80.02202383679167,80.02263825013155,80.0232580421125,80.02388302858553,80.02451302652705,80.02514785418076,80.02578733119006,80.02643127872135,80.02707951957852,80.02773187830905,80.02838818130199,80.02904825687813,80.02971193537283,80.03037904921179,80.03104943297984,80.03172292348353,80.03239935980727,80.03307858336389,80.0337604379393,80.0344447697322,80.03513142738836,80.0358202620305,80.03651112728332,80.03720387929454,80.03789837675163,80.03859448089491,80.03929205552706,80.03999096701895,80.04069108431273,80.04139227892153,80.04209442492662,80.04279739897169
-0.11975999999999999,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.00000000000003,80.00000000000024,80.00000000000152,80.00000000000772,80.0000000000324,80.0000000001164,80.00000000036674,80.00000000103384,80.00000000264899,80.00000000624958,80.00000001372054,80.00000002827974,80.00000005512918,80.00000010228511,80.0000001815892,80.00000030988973,80.00000051037017,80.00000081399095,80.0000012610014,80.00000190247391,80.00000280180858,80.00000403615785,80.00000569772351,80.00000789488375,80.00001075311498,80.00001441568126,80.00001904407266,80.0000248181823,80.00003193622017,80.00004061436879,80.00005108619243,80.00006360181705,80.00007842690198,80.00009584142781,80.00011613832692,80.00013962198405,80.0001666066348,80.00019741468938,80.00023237500776,80.00027182115124,80.00031608963305,80.00036551818887,80.00042044408593,80.00048120248643,80.00054812487963,80.00062153759364,80.00070176039651,80.00078910519366,80.00088387482711,80.00098636197993,80.00109684818774,80.00121560295813,80.00134288299674,80.00147893153876,80.00162397778269,80.00177823642316,80.00194190727872,80.00211517500968,80.00229820892167,80.00249116284907,80.0026941751134,80.002907368551,80.00313085060439,80.00336471347217,80.00360903431178,80.00386387549013,80.00412928487687,80.00440529617555,80.00469192928789,80.00498919070698,80.0052970739349,80.0056155599212,80.00594461751828,80.00628420395037,80.00663426529304,80.00699473696012,80.00736554419551,80.00774660256732,80.00813781846233,80.00853908957832,80.00895030541307,80.00937134774776,80.00980209112392,80.01024240331223,80.01069214577232,80.01115117410241,80.0116193384782,80.01209648408012,80.01258245150842,80.0130770771857,80.01358019374634,80.01409163041279,80.01461121335831,80.01513876605607,80.0156741096147,80.01621706310007,80.0167674438436,80.01732506773692,80.01788974951326,80.01846130301571,80.01903954145237,80.019624277639,80.020215324229,80.02081249393136,80.02141559971678,80.02202445501209,80.02263887388364,80.02325867120966,80.02388366284225,80.02451366575903,80.02514849820503,80.02578797982514,80.02643193178734,80.02708017689726,80.02773253970417,80.02838884659901,80.02904892590458,80.02971260795832,80.03037972518806,80.03105011218086,80.03172360574553,80.03240004496881,80.0330792712659,80.03376112842516,80.03444546264768,80.03513212258179,80.03582095935265,80.03651182658756,80.03720458043675,80.0378990795903,80.03859518529113,80.03929276134443,80.03999167412374,80.04069179257378,80.04139298821029,80.0420951351171,80.04279810994052
-0.11951999999999999,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.00000000000003,80.00000000000024,80.00000000000153,80.00000000000776,80.00000000003254,80.00000000011683,80.00000000036796,80.00000000103692,80.00000000265621,80.00000000626514,80.00000001375189,80.00000002833927,80.00000005523648,80.00000010246974,80.000000181894,80.00000031037469,80.00000051111664,80.00000081510609,80.00000126262292,80.00000190477459,80.00000280500079,80.00000404049773,80.0000057035146,80.00000790248018,80.00001076292386,80.00001442816442,80.00001905974759,80.00002483762229,80.00003196005366,80.0000406432779,80.00005112091088,80.00006364312729,80.0000784756318,80.0000958984464,80.00011620454056,80.00013969833132,80.00016669408166,80.00019751422394,80.00023248763507,80.00027194788795,80.00031623150208,80.00036567621432,80.00042061928791,80.00048139587628,80.00054833745527,80.00062177033516,80.00070201426207,80.00078938111577,80.00088417370904,80.00098668469259,80.00109719556693,80.0012159758019,80.00134328206329,80.00147935754453,80.00162443140081,80.00177871828224,80.00194241796173,80.00211571505335,80.00229877881594,80.0024917630369,80.00269480599074,80.00290803046695,80.0031315438616,80.00336543832734,80.0036097909764,80.00386466413127,80.00413010561815,80.00440614909816,80.00469281443179,80.00499010807208,80.00529802348241,80.00561654157497,80.00594563116616,80.00628524944571,80.00663534245612,80.00699584557965,80.0073666840301,80.00774777334703,80.00813901989011,80.00854032133154,80.00895156714496,80.0093726390889,80.00980341168365,80.01024375268007,80.01069352351932,80.01115257978256,80.01162077162968,80.0120979442266,80.0125839381603,80.0130785898413,80.0135817318931,80.01409319352834,80.01461280091156,80.01514037750827,80.01567574442042,80.01621872070817,80.01676912369811,80.01732676927793,80.01789147217778,80.01846304623842,80.01904130466642,80.01962606027666,80.0202171257224,80.02081431371313,80.0214174372206,80.02202630967334,80.02264074513985,80.02326055850114,80.02388556561242,80.02451558345497,80.02515043027785,80.02578992573038,80.02643389098536,80.0270821488535,80.0277345238895,80.02839084249007,80.02905093298394,80.02971462571479,80.03038175311688,80.03105214978392,80.03172565253152,80.03240210045344,80.03308133497195,80.0337631998827,80.03444754139413,80.035134208162,80.03582305131908,80.03651392450024,80.0372066838634,80.03790118810635,80.03859729847973,80.03929487879654,80.03999379543811,80.04069391735693,80.04139511607656,80.04209726568855,80.04280024284702
-0.11927999999999998,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.00000000000003,80.00000000000024,80.00000000000155,80.00000000000782,80.00000000003276,80.00000000011754,80.00000000037,80.00000000104211,80.00000000266829,80.0000000062912,80.00000001380442,80.00000002843905,80.00000005541627,80.00000010277904,80.00000018240462,80.0000003111871,80.00000051236707,80.00000081697404,80.00000126533894,80.0000019086281,80.00000281034745,80.00000404776645,80.00000571321374,80.00000791520269,80.00001077935147,80.00001444907048,80.00001908599863,80.00002487017827,80.00003199996684,80.00004069169049,80.00005117905135,80.0000637123058,80.00007855723436,80.00009599392841,80.00011631541938,80.00013982617845,80.00016684051442,80.00019768089676,80.00023267623068,80.00027216010847,80.00031646906022,80.00036594082462,80.00042091265834,80.00048171970008,80.00054869340315,80.00062216004801,80.00070243934411,80.00078984312813,80.00088467416401,80.00098722504829,80.00109777722255,80.00121660009353,80.00134395026026,80.0014800708463,80.00162519093433,80.00177952509978,80.0019432730393,80.00211661928947,80.00229973303081,80.00249276797204,80.00269586230898,80.00290913875268,80.00313270462144,80.003366651991,80.00361105789787,80.00386598459018,80.00413147982137,80.00440757718155,80.00469429646216,80.00499164404923,80.00529961334131,80.00561818518801,80.00594732834553,80.00628699994581,80.00663714597599,80.00699770176544,80.00736859247765,80.0077497336043,80.00814103145972,80.00854238367326,80.00895367967816,80.00937480119502,80.0098056227086,80.01024601193654,80.01069583028914,80.0111549333189,80.01162317115933,80.01210038895202,80.01258642726175,80.01308112247884,80.0135843072085,80.01409581064702,80.01461545894432,80.01514307555308,80.01567848156408,80.0162214960279,80.01677193626305,80.01732961815068,80.01789435641571,80.01846596489504,80.01904425679264,80.019629044922,80.02022014193608,80.0208173605452,80.02142051372293,80.02202941490057,80.02264387815033,80.02326371835771,80.0238887513833,80.02451879421439,80.02515366510686,80.02579318371743,80.0264371712269,80.02708545045458,80.0277378459643,80.02839418416224,80.02905429338723,80.02971800399335,80.03038514842564,80.03105556128891,80.03172907941018,80.0324055418949,80.0330847901773,80.03376666806513,80.03445102177916,80.0351376999877,80.03582655383607,80.03651743697193,80.03721020556605,80.0379047183291,80.03860083652476,80.039298423979,80.0399973470862,80.04069747481189,80.04139867869266,80.0421008328331,80.04280381390029
-0.11903999999999999,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.00000000000003,80.00000000000024,80.00000000000156,80.0000000000079,80.00000000003307,80.00000000011855,80.00000000037285,80.00000000104941,80.00000000268533,80.00000000632794,80.00000001387845,80.0000000285796,80.00000005566956,80.00000010321477,80.00000018312389,80.0000003123314,80.00000051412822,80.0000008196048,80.00000126916393,80.00000191405475,80.00000281787652,80.00000405800174,80.00000572687084,80.00000793311634,80.0000108024813,80.0000144785051,80.00001912295775,80.0000249160131,80.00003205615847,80.00004075984656,80.00005126090099,80.00006380969293,80.00007867210977,80.00009612834039,80.00011647150347,80.00014000614642,80.00016704664236,80.00019791551304,80.00023294170347,80.00027245883321,80.00031680344719,80.00036631328669,80.00042132559908,80.00048217550231,80.000549194418,80.00062270858461,80.00070303765992,80.00079049342001,80.00088537856004,80.00098798560032,80.00109859589946,80.00121747877544,80.00134489073331,80.00148107479825,80.0016262599509,80.00178066066164,80.00194447651977,80.00211789195278,80.00230107603103,80.0024941823525,80.00269734900223,80.00291069858093,80.00313433829741,80.00336836011925,80.00361284097633,80.00386784301216,80.00413341387778,80.00440958706344,80.00469638226333,80.00499380576922,80.00530185088842,80.00562049838248,80.00594971692291,80.0062894635603,80.00663968420388,80.00700031410867,80.00737127836726,80.00775249240402,80.00814386246945,80.00854528613264,80.00895665277,80.0093778440487,80.0098087344035,80.01024919150535,80.01069907672108,80.01115824556292,80.01162654812718,80.0121038295213,80.01258993027878,80.0130846867615,80.01358793154901,80.01409949381448,80.01461919968739,80.01514687260229,80.01568233363425,80.01622540182036,80.01677589446784,80.01733362744855,80.0178984154801,80.01847007239395,80.01904841139043,80.01963324528103,80.02022438671837,80.02082164841387,80.0214248433437,80.02203378494305,80.02264828728934,80.02326816527443,80.02389323476642,80.02452331276115,80.02515821752402,80.02579776872219,80.02644178754774,80.02709009683207,80.02774252115178,80.02839888692657,80.02905902250933,80.02972275826882,80.03038992666521,80.031060362319,80.03173390207326,80.03241038504987,80.03308965269984,80.03377154884804,80.0344559197326,80.03514261403934,80.03583148293143,80.03652238007444,80.0372151616572,80.0379096864086,80.03860581561054,80.03930341310733,80.0400023453117,80.04070248120753,80.04140369234976,80.04210585286131,80.04280883942751
-0.11879999999999999,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.00000000000003,80.00000000000026,80.00000000000159,80.000000000008,80.00000000003348,80.00000000011985,80.00000000037656,80.0000000010589,80.0000000027074,80.00000000637553,80.00000001397433,80.00000002876162,80.00000005599748,80.00000010377883,80.0000001840549,80.00000031381241,80.0000005164074,80.0000008230091,80.0000012741133,80.00000192107615,80.00000282761758,80.0000040712434,80.00000574453854,80.00000795628956,80.00001083240102,80.00001451657896,80.00001917076295,80.00002497529675,80.00003212883563,80.00004084799582,80.00005136675799,80.0000639356417,80.00007882067239,80.00009630216498,80.00011667335096,80.00014023887609,80.00016731319674,80.00019821890214,80.0002332849887,80.0002728451112,80.00031723583369,80.00036679490078,80.00042185954779,80.00048276486575,80.00054984223533,80.00062341784064,80.00070381127264,80.00079133422908,80.00088628931611,80.00098896895548,80.00109965439863,80.00121861484864,80.00134610668914,80.00148237281809,80.00162764208423,80.00178212882216,80.00194603248235,80.00211953735129,80.00230281235694,80.00249601095412,80.00269927108467,80.00291271520665,80.00313645038737,80.00337056845453,80.00361514620025,80.00387024563281,80.00413591427088,80.00441218547554,80.0046990788154,80.00499660046032,80.0053047435997,80.00562348888128,80.00595280486709,80.00629264850252,80.00664296559621,80.00700369130698,80.00737475063585,80.00775605892015,80.00814752232793,80.00854903835032,80.00896049629029,80.00938177774603,80.0098127570876,80.01025330192563,80.01070327357078,80.01116252748325,80.01163091371123,80.01210827731803,80.01259445879677,80.01308929447255,80.0135926168917,80.01410425519765,80.0146240354933,80.01515178118989,80.01568731334214,80.01623045096976,80.01678101136532,80.0173388103887,80.01790366274808,80.01847538226791,80.01905378214376,80.01963867518461,80.02022987404257,80.02082719143057,80.02143044032807,80.02203943417537,80.02265398705656,80.02327391387176,80.02389903049878,80.02452915394451,80.02516410248666,80.02580369580588,80.02644775510888,80.02709610324261,80.02774856480028,80.02840496621899,80.02906513586983,80.0297289041405,80.03039610351084,80.03106656862153,80.03174013633641,80.03241664579863,80.03309593848091,80.0337778582302,80.03446225130703,80.03514896642001,80.03583785475524,80.0365287700015,80.03722156837097,80.03791610861605,80.03861225204226,80.03930986251757,80.04000880647844,80.04070895293249,80.04141017345836,80.04211234220266,80.04281533587432
-0.11855999999999998,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.00000000000003,80.00000000000026,80.00000000000162,80.00000000000814,80.00000000003398,80.00000000012147,80.00000000038114,80.00000000107056,80.0000000027346,80.00000000643416,80.00000001409242,80.00000002898578,80.00000005640126,80.00000010447329,80.00000018520096,80.00000031563532,80.00000051921242,80.00000082719843,80.00000128020343,80.0000019297152,80.00000283960202,80.00000408753353,80.00000576627235,80.00000798479435,80.00001086920257,80.00001456340794,80.0000192295584,80.00002504820655,80.00003221821399,80.00004095639795,80.00005149693204,80.00006409051818,80.00007900335139,80.00009651590148,80.00011692153845,80.00014052502893,80.00016764093151,80.00019859191828,80.00023370704875,80.00027332002092,80.00031776742232,80.00036738700152,80.00042251597894,80.00048348941259,80.00055063863262,80.00062428975636,80.00070476229261,80.00079236784275,80.00088740890358,80.00099017777563,80.00110095557856,80.00122001137434,80.00134760139721,80.00148396838887,80.00162934103588,80.00178393350595,80.00194794507894,80.00212155986809,80.00230494662627,80.0024982586324,80.00270163365234,80.00291519396885,80.00313904647533,80.0033732828276,80.00361797964847,80.00387319878001,80.00413898757826,80.0044153792456,80.00470239319625,80.00500003545032,80.00530829905227,80.00562716451007,80.00595660025111,80.00629656309165,80.00664699871658,80.0070078421666,80.00737901833018,80.00776044243774,80.00815202055597,80.00855365008026,80.00896522022332,80.00938661249855,80.00981770119658,80.01025835385389,80.01070843171213,80.01116779016752,80.01163627920927,80.01211374384634,80.01260002452226,80.01309495751698,80.01359837533606,80.01411010708627,80.01462997883797,80.01515781397373,80.01569343352328,80.01623665648495,80.01678730013333,80.0173451803136,80.01791011172237,80.01848190817545,80.01906038286262,80.01964534858973,80.02023661800834,80.02083400383316,80.02143731904778,80.0220463770987,80.02266099207829,80.02328097889682,80.023906153444,80.02453633274033,80.02517133507864,80.02581098015621,80.02645508919763,80.0271034850691,80.02775599238413,80.02841243760126,80.02907264911396,80.02973645733324,80.03040369476301,80.03107419606883,80.03174779814007,80.03242434014601,80.03310366358603,80.03378561233421,80.0344700326787,80.035156773356,80.03584568558045,80.03653662306934,80.03722944206359,80.03792400134446,80.03862016224649,80.03931778866676,80.04001674707085,80.04071690649558,80.0414181385487,80.04212031740595,80.04282331980528
-0.11832,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.00000000000003,80.00000000000026,80.00000000000165,80.0000000000083,80.00000000003459,80.0000000001234,80.0000000003866,80.00000000108449,80.00000000276704,80.00000000650405,80.00000001423315,80.00000002925283,80.00000005688226,80.00000010530034,80.00000018656567,80.00000031780567,80.00000052255164,80.00000083218502,80.00000128745177,80.00000193999621,80.00000285386298,80.00000410691652,80.00000579213065,80.00000801870628,80.00001091298238,80.00001461911336,80.0000192994948,80.00002513492745,80.00003232451816,80.00004108532298,80.00005165174471,80.00006427470197,80.00007922059125,80.0000967700663,80.0001172166617,80.00014086528762,80.00016803062401,80.00019903544136,80.00023420887405,80.00027388467134,80.00031839944853,80.0003680909589,80.00042329640503,80.00048435080554,80.00055158543054,80.0006253263179,80.00070589287868,80.00079359659969,80.0008887398477,80.00099161477915,80.00110250235706,80.00122167147556,80.00134937819145,80.00148586506063,80.00163136057691,80.00178607870966,80.00195021853598,80.00212396396316,80.00230748353606,80.0025009303245,80.00270444188521,80.00291814029268,80.00314213223362,80.00337650915957,80.00362134749217,80.003876708876,80.00414264047383,80.00441917529946,80.00470633258368,80.00500411816861,80.00531252492657,80.00563153319936,80.00596111125446,80.00630121575463,80.0066517922378,80.00701277560432,80.00738409060891,80.00776565235493,80.0081573667887,80.00855913119182,80.00897083466977,80.00939235863524,80.00982357728448,80.01026435806585,80.01071456213906,80.0111740448243,80.01164265604066,80.01212024073264,80.01260663928477,80.01310168792342,80.01360521910566,80.01411706189478,80.01463704232248,80.01516498373721,80.01570070713909,80.01624403150102,80.01679477407629,80.0173527506926,80.01791777603279,80.01848966390246,80.0190682274845,80.01965327958108,80.02024463284305,80.02084209998733,80.02144549400239,80.02205462834213,80.02266931710875,80.02328937522458,80.02391461859351,80.02454486425219,80.02517993051147,80.02581963708833,80.02646380522872,80.02711225782161,80.02776481950472,80.02842131676202,80.02908157801363,80.02974543369821,80.03041271634834,80.03108326065912,80.03175690355025,80.03243348422207,80.03311284420565,80.03379482740736,80.03447928014809,80.03516605119754,80.03585499180362,80.03654595571749,80.03723879921418,80.03793338110931,80.03862956277186,80.03932720813353,80.04002618369454,80.04072635852633,80.04142760427133,80.04212979513984,80.0428328079043
-0.11807999999999999,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.00000000000003,80.00000000000027,80.00000000000169,80.0000000000085,80.00000000003529,80.00000000012565,80.00000000039297,80.0000000011007,80.00000000280481,80.00000000658542,80.00000001439697,80.00000002956364,80.00000005744188,80.00000010626242,80.00000018815285,80.0000003203294,80.000000526434,80.00000083798186,80.00000129587683,80.00000195194492,80.00000287043552,80.0000041294392,80.00000582217491,80.00000805810475,80.00001096384146,80.00001468382206,80.00001938072943,80.0000252356523,80.00003244798197,80.00004123505158,80.00005183152983,80.00006448858666,80.0000794728522,80.00009706519364,80.00011755933629,80.00014126035678,80.00016848307577,80.00019955037773,80.00023479148385,80.00027454020274,80.00031913318173,80.00036890817941,80.00042420237764,80.00048535074913,80.00055268449428,80.00062652955855,80.00070720523959,80.00079502289117,80.00089028472907,80.0009932827425,80.00110429771262,80.00122359833883,80.00135144047192,80.00148806645218,80.00163370454977,80.00178856850386,80.0019528571563,80.00212675417538,80.00231042786459,80.00250403105119,80.0027077010492,80.00292155969144,80.00314571342484,80.00338025346396,80.00362525599704,80.00388078243948,80.00414687972984,80.00442358066319,80.00471090425745,80.00500885614832,80.00531742900834,80.0056366029866,80.00596634616505,80.00630661502842,80.00665735494412,80.00701850064965,80.00738997674462,80.00777169818504,80.00816357077754,80.00856549167176,80.00897734984882,80.00939902660453,80.0098303960257,80.0102713254585,80.01072167596755,80.01118130278493,80.01165005574832,80.0121277797275,80.0126143150386,80.0131094978458,80.01361316054997,80.01412513216397,80.01464523867463,80.01517330339091,80.01570914727853,80.01625258928098,80.01680344662678,80.01736153512338,80.01792666943774,80.01849866336356,80.01907733007577,80.0196624823723,80.0202539329032,80.02085149438797,80.0214549798207,80.02206420266396,80.02267897703132,80.02329911785914,80.02392444106776,80.02455476371263,80.02518990412544,80.02582968204611,80.02647391874531,80.02712243713852,80.02777506189149,80.02843161951776,80.02909193846831,80.02975584921394,80.0304231843205,80.03109377851732,80.03176746875937,80.03244409428298,80.03312349665603,80.03380551982232,80.03449001014076,80.03517681641954,80.03586578994556,80.03655678450926,80.03724965642527,80.03794426454904,80.03864047028958,80.03933813761869,80.04003713307678,80.04073732577552,80.04143858739755,80.04214079219328,80.04284381697514
-0.11783999999999999,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.00000000000003,80.00000000000028,80.00000000000175,80.00000000000871,80.0000000000361,80.00000000012822,80.00000000040026,80.00000000111929,80.00000000284805,80.00000000667855,80.00000001458439,80.00000002991906,80.00000005808168,80.00000010736208,80.00000018996664,80.0000003232129,80.00000053086897,80.00000084460281,80.00000130549826,80.00000196558857,80.00000288935665,80.00000415515089,80.00000585646973,80.00000810307304,80.00001102188567,80.00001475766672,80.00001947342655,80.00002535058206,80.00003258884877,80.00004140587548,80.00005203663387,80.00006473258023,80.00007976061086,80.00009740183596,80.00011795019817,80.00014171096363,80.0001689991132,80.00020013766111,80.00023545592724,80.00027528778769,80.00031996992618,80.00036984010714,80.0004252354886,80.00048649099088,80.00055393773471,80.00062790156016,80.00070870163547,80.00079664916261,80.00089204618524,80.00099518450183,80.00110634468624,80.00122579521583,80.00135379170655,80.0014905762529,80.0016363768701,80.00179140703491,80.00195586532107,80.00212993512446,80.00231378447346,80.00250756591885,80.00271141649813,80.00292545776863,80.00314979590404,80.00338452184886,80.0036297115253,80.0038854260877,80.00415171221907,80.0044286024652,80.00471611560152,80.00501425702845,80.00532301919093,80.00564238201841,80.00597231338152,80.00631276956207,80.0066636957332,80.00702502644688,80.00739668612601,80.00777858955865,80.00817064239236,80.00857274162637,80.00898477610012,80.0094066269763,80.00983816821703,80.01027926705204,80.01072978443763,80.01118957550548,80.01165849000061,80.01213637270762,80.01262306386472,80.01311839956529,80.01362221214615,80.01413433056277,80.01465458075084,80.01518278597435,80.01571876715987,80.01626234321735,80.01681333134717,80.01737154733374,80.01793680582584,80.01850892060374,80.01908770483332,80.01967297130761,80.02026453267588,80.02086220166049,80.02146579126206,80.02207511495295,80.02268998685982,80.02331022193495,80.0239356361175,80.02456604648427,80.02520127139083,80.02584113060315,80.02648544542016,80.02713403878754,80.02778673540301,80.02844336181379,80.02910374650605,80.02976771998725,80.03043511486109,80.03110576589606,80.03177951008716,80.03245618671188,80.03313563738,80.03381770607795,80.03450223920802,80.0351890856223,80.03587809665206,80.03656912613253,80.0372620304235,80.0379566684258,80.03865290159405,80.03935059394574,80.04004961206714,80.04074982511574,80.04145110481997,80.04215332547597,80.04285636394178
