Position_m,Density_t=0.00000000s,Density_t=0.00000000s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000001s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000002s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000003s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000004s,Density_t=0.00000005s
0.49333333333333335,2e+17,2e+17,2.0000000000000624e+17,2.00000000040451e+17,2.0000000397221498e+17,2.000000662203307e+17,2.0000044189378627e+17,2.0000172874248026e+17,2.0000482152205565e+17,2.0001070836432093e+17,2.0002025601493037e+17,2.0003407597943437e+17,2.000524827644021e+17,2.000755165013261e+17,2.0010299758290218e+17,2.0013458979946858e+17,2.0016985872807283e+17,2.002083196678646e+17,2.002494738944454e+17
0.4966666666666667,2e+17,2e+17,2.0000000000000736e+17,2.0000000004530666e+17,2.0000000433136422e+17,2.0000007102507846e+17,2.0000046867528336e+17,2.0000181871320717e+17,2.000050414156152e+17,2.0001114301370483e+17,2.000209967633622e+17,2.0003520985967968e+17,2.0005408486736157e+17,2.000776458812785e+17,2.0010569602775808e+17,2.001378825319343e+17,2.0017375620755603e+17,2.002128198817009e+17,2.0025456474066038e+17
0.5,2e+17,2e+17,2.0000000000000867e+17,2.000000000507287e+17,2.0000000472182358e+17,2.000000761633171e+17,2.000004969971447e+17,2.000019130920614e+17,2.000052706741478e+17,2.0001159400405504e+17,2.0002176239697085e+17,2.000363781150355e+17,2.0005573115826582e+17,2.0007982905941104e+17,2.0010845728671216e+17,2.001412462409573e+17,2.0017773182665702e+17,2.0021740434091354e+17,2.0025974488646208e+17
0.5033333333333334,2e+17,2e+17,2.000000000000102e+17,2.0000000005678125e+17,2.0000000514621482e+17,2.0000008165705888e+17,2.000005269427412e+17,2.000020120800391e+17,2.00005509664504e+17,2.0001206189348842e+17,2.0002255366535968e+17,2.00037581667058e+17,2.0005742269914394e+17,2.0008206720178246e+17,2.001112825934687e+17,2.0014468219462106e+17,2.0018178685921398e+17,2.0022207430159706e+17,2.0026501555168272e+17
0.5066666666666667,2e+17,2e+17,2.00000000000012e+17,2.0000000006353533e+17,2.0000000560736944e+17,2.00000087529687e+17,2.0000055859963933e+17,2.0000211588651907e+17,2.0000575876643606e+17,2.0001254725687677e+17,2.0002337133750352e+17,2.0003882145791606e+17,2.000591605726455e+17,2.000843614941169e+17,2.0011417319977382e+17,2.0014819167702256e+17,2.00185922592858e+17,2.0022683103138262e+17,2.0027037796550803e+17
0.51,2e+17,2e+17,2.0000000000001414e+17,2.0000000007106976e+17,2.0000000610834477e+17,2.0000009380603504e+17,2.0000059205979434e+17,2.0000222472957354e+17,2.0000601837298752e+17,2.000130506862599e+17,2.0002421620213642e+17,2.000400984507204e+17,2.0006094588229462e+17,2.0008671314197878e+17,2.0011713037551584e+17,2.0015177598830784e+17,2.0019014032899392e+17,2.002316758093755e+17,2.0027583336638147e+17
0.5133333333333334,2e+17,2e+17,2.000000000000166e+17,2.000000000794719e+17,2.0000000665244102e+17,2.000001005124711e+17,2.0000062741975056e+17,2.0000233883628858e+17,2.00006288890892e+17,2.000135727912657e+17,2.0002508906814294e+17,2.0004141362985334e+17,2.0006277975274246e+17,2.000891233709451e+17,2.0012015540882224e+17,2.001554364447026e+17,2.0019444138277654e+17,2.0023660992608755e+17,2.002813830019035e+17
0.5166666666666667,2e+17,2e+17,2.0000000000001955e+17,2.0000000008883862e+17,2.000000072432196e+17,2.0000010767698595e+17,2.000006647808504e+17,2.000024584430943e+17,2.0000657074098112e+17,2.0001411419953696e+17,2.000259907649536e+17,2.0004276800130006e+17,2.0006466333001843e+17,2.0009159342677408e+17,2.0012324960615203e+17,2.0015917437853834e+17,2.001988270830817e+17,2.002416346833654e+17,2.0028702812872662e+17
0.52,2e+17,2e+17,2.0000000000002294e+17,2.0000000009927715e+17,2.0000000788452256e+17,2.0000011532928624e+17,2.0000070424945133e+17,2.0000258379610512e+17,2.0000686435860166e+17,2.0001467555716483e+17,2.000269221429437e+17,2.0004416259298022e+17,2.0006659778177997e+17,2.000941245755713e+17,2.0012641429238384e+17,2.001629911382736e+17,2.0020329877247248e+17,2.0024675139431302e+17,2.0029277001244586e+17
0.5233333333333333,2e+17,2e+17,2.0000000000002698e+17,2.0000000011090627e+17,2.0000000858049392e+17,2.0000012350089226e+17,2.0000074593715168e+17,2.0000271515147066e+17,2.0000717019404234e+17,2.0001525752912947e+17,2.000278840738361e+17,2.0004559845508035e+17,2.0006858429756006e+17,2.0009671810395155e+17,2.0012965081089974e+17,2.0016688808850992e+17,2.0020785780716035e+17,2.002519613832099e+17,2.0029860992748435e+17
0.5266666666666667,2e+17,2e+17,2.0000000000003165e+17,2.0000000012385747e+17,2.0000000933560182e+17,2.0000013222524096e+17,2.000007899610254e+17,2.0000285277573674e+17,2.0000748871296976e+17,2.00015860799747e+17,2.0002887745110704e+17,2.0004707666038662e+17,2.000706240890135e+17,2.0009937531919766e+17,2.0013296052366413e+17,2.0017086661000314e+17,2.0021250555696093e+17,2.002572659854239e+17,2.003045491569744e+17
0.53,2e+17,2e+17,2.0000000000003712e+17,2.0000000013827626e+17,2.0000001015466275e+17,2.0000014153779437e+17,2.0000083644386605e+17,2.0000299694621747e+17,2.0000782039687434e+17,2.0001648607312342e+17,2.000299031903956e+17,2.000485983046179e+17,2.0007271839016032e+17,2.0010209754941523e+17,2.001363448112981e+17,2.0017492809966902e+17,2.0021724340524448e+17,2.002626665473192e+17,2.0031058899263376e+17
0.5333333333333333,2e+17,2e+17,2.0000000000004355e+17,2.0000000015432362e+17,2.000000110428671e+17,2.000001514761535e+17,2.0000088551444022e+17,2.0000314795137824e+17,2.0000816574352554e+17,2.0001713407361523e+17,2.0003096222991635e+17,2.0005016450675894e+17,2.0007486845762736e+17,2.0010488614368355e+17,2.0013980507314877e+17,2.0017907397058387e+17,2.0022207274888115e+17,2.002681644261588e+17,2.0031673073463706e+17
0.5366666666666667,2e+17,2e+17,2.0000000000005104e+17,2.0000000017217757e+17,2.0000001200580685e+17,2.0000016208017808e+17,2.0000093730775082e+17,2.0000330609122976e+17,2.00008525267437e+17,2.0001780554629642e+17,2.000320555308749e+17,2.0005177640939338e+17,2.000770755708872e+17,2.0010774247220227e+17,2.0014334272735334e+17,2.001833056519793e+17,2.002269949981805e+17,2.002737609900018e+17,2.003229756914823e+17
0.54,2e+17,2e+17,2.000000000000598e+17,2.0000000019203485e+17,2.0000001304950467e+17,2.0000017339211242e+17,2.000009919653106e+17,2.0000347167773382e+17,2.000088995003415e+17,2.0001850125743222e+17,2.0003318407788656e+17,2.0005343517903658e+17,2.0007934103249418e+17,2.0011066792643373e+17,2.001469592108982e+17,2.0018762458923168e+17,2.0023201157682554e+17,2.002794576175956e+17,2.003293251798527e+17
0.5433333333333333,2e+17,2e+17,2.0000000000007005e+17,2.0000000021411296e+17,2.0000001418044566e+17,2.0000018545671782e+17,2.0000104963542605e+17,2.0000364503522032e+17,2.0000928899167578e+17,2.000192219949594e+17,2.0003434887939754e+17,2.0005514200646784e+17,2.0008166616831786e+17,2.0011366391924077e+17,2.001506559796724e+17,2.0019203224384554e+17,2.0023712392180074e+17,2.0028525569826227e+17,2.0033578052447312e+17
0.5466666666666667,2e+17,2e+17,2.00000000000082e+17,2.0000000023865213e+17,2.0000001540561056e+17,2.0000019832141133e+17,2.0000111047349194e+17,2.0000382650081648e+17,2.0000969430907533e+17,2.000199685689727e+17,2.0003555096810896e+17,2.0005689810706195e+17,2.0008405232777293e+17,2.001167318850199e+17,2.0015443450851552e+17,2.001965300934313e+17,2.002423334833148e+17,2.002911566317797e+17,2.0034234305796186e+17
0.55,2e+17,2e+17,2.0000000000009594e+17,2.0000000026591757e+17,2.000000167325118e+17,2.0000021203641168e+17,2.0000117464229728e+17,2.00004016424888e+17,2.0001011603887907e+17,2.0002074181221786e+17,2.0003679140140333e+17,2.0005870472112013e+17,2.000865008840462e+17,2.0011987327982944e+17,2.0015829629126003e+17,2.002011196316769e+17,2.0024764172471702e+17,2.0029716182825718e+17,2.0034901412067715e+17
0.5533333333333333,2e+17,2e+17,2.000000000001122e+17,2.000000002962021e+17,2.000000181692316e+17,2.0000022665489254e+17,2.0000124231234234e+17,2.0000421517149245e+17,2.000105547866443e+17,2.0002154258059075e+17,2.0003807126177296e+17,2.000605631141993e+17,2.000890132343197e+17,2.001230895815127e+17,2.0016224284076752e+17,2.0020580236831318e+17,2.0025305012240768e+17,2.0030327270800502e+17,2.003557950605586e+17
0.5566666666666668,2e+17,2e+17,2.0000000000013114e+17,2.0000000032982896e+17,2.0000001972446282e+17,2.0000024223314304e+17,2.0000131366216774e+17,2.000044231188452e+17,2.000110111776714e+17,2.000223717536428e+17,2.0003939165725078e+17,2.0006247457744064e+17,2.0009159079999024e+17,2.0012638228981568e+17,2.0016627568895888e+17,2.0021057982907306e+17,2.0025856016574256e+17,2.003094907013989e+17,2.003626872329635e+17
0.56,2e+17,2e+17,2.0000000000015318e+17,2.0000000036715446e+17,2.000000214075524e+17,2.000002588307366e+17,2.0000138887869536e+17,2.000046406597981e+17,2.0001148585753917e+17,2.000232302350922e+17,2.0004075372184294e+17,2.0006444042789622e+17,2.0009423502688483e+17,2.001297529264994e+17,2.001703963868383e+17,2.0021545355564445e+17,2.0026417335693098e+17,2.003158172487382e+17,2.003696920004978e+17
0.5633333333333334,2e+17,2e+17,2.000000000001789e+17,2.0000000040857174e+17,2.000000232285479e+17,2.000002765107077e+17,2.0000146815758205e+17,2.0000486820233107e+17,2.0001197949264973e+17,2.000241189533412e+17,2.0004215861596294e+17,2.0006646200885395e+17,2.0009694738547203e+17,2.0013320303544662e+17,2.00174606504511e+17,2.0022042510561626e+17,2.0026989121092774e+17,2.0032225380009837e+17,2.0037681073284186e+17
0.5666666666666667,2e+17,2e+17,2.000000000002088e+17,2.0000000045451408e+17,2.0000002519824698e+17,2.0000029533973738e+17,2.000015517035858e+17,2.0000510617005686e+17,2.0001249277078403e+17,2.0002503886199926e+17,2.000436075268675e+17,2.0006854069016045e+17,2.000997293710686e+17,2.0013673418276246e+17,2.0017890763119402e+17,2.0022549605241802e+17,2.002757152553185e+17,2.003288018151777e+17,2.0038404480657098e+17
0.5700000000000001,2e+17,2e+17,2.0000000000024362e+17,2.0000000050545888e+17,2.0000002732825002e+17,2.0000031538834765e+17,2.0000163973094538e+17,2.0000535500273888e+17,2.0001302640166746e+17,2.000259909404117e+17,2.0004510166909334e+17,2.000706778685418e+17,2.0010258250404182e+17,2.0014034795686896e+17,2.001833013752207e+17,2.002306679852526e+17,2.0028164703019862e+17,2.003354627631377e+17,2.0039139560497046e+17
0.5733333333333334,2e+17,2e+17,2.0000000000028406e+17,2.0000000056193206e+17,2.000000296310165e+17,2.0000033673110518e+17,2.0000173246377328e+17,2.0000561515682298e+17,2.000135811175454e+17,2.0002697619419395e+17,2.0004664228489536e+17,2.0007287496792173e+17,2.0010550833000662e+17,2.0014404596859354e+17,2.0018778936403798e+17,2.0023594250902214e+17,2.0028768808804557e+17,2.0034223812243782e+17,2.0039886451784534e+17
0.5766666666666667,2e+17,2e+17,2.000000000003311e+17,2.0000000062451277e+17,2.0000003211992467e+17,2.0000035944683498e+17,2.000018301364626e+17,2.0000588710598262e+17,2.0001415767376938e+17,2.00027995655771e+17,2.0004823064468525e+17,2.000751334397368e+17,2.001085084200175e+17,2.0014782985125062e+17,2.001923732441967e+17,2.0024132124424646e+17,2.0029383999358454e+17,2.0034912938066384e+17,2.0040645294132454e+17
0.5800000000000001,2e+17,2e+17,2.0000000000038573e+17,2.0000000069383843e+17,2.000000348093355e+17,2.0000038361884365e+17,2.0000193299410835e+17,2.0000617134167808e+17,2.00014756849393e+17,2.0002905038492243e+17,2.0004986804747094e+17,2.00077454763249e+17,2.001115843707554e+17,2.0015170126071674e+17,2.0019705468133466e+17,2.002468058269749e+17,2.003001043236472e+17,2.0035613803435e+17,2.0041416227765984e+17
0.5833333333333334,2e+17,2e+17,2.0000000000044918e+17,2.000000007706105e+17,2.0000003771466022e+17,2.0000040933515366e+17,2.000020412929433e+17,2.0000646837372966e+17,2.0001537944777818e+17,2.0003014146933194e+17,2.0005155582129616e+17,2.0007984044585453e+17,2.0011473780470848e+17,2.0015566187549872e+17,2.002018353601523e+17,2.002523979086903e+17,2.0030648266702374e+17,2.003632655887951e+17,2.0042199393501904e+17
0.5866666666666667,2e+17,2e+17,2.0000000000052278e+17,2.0000000085560054e+17,2.0000004085243286e+17,2.0000043668874838e+17,2.0000215530078864e+17,2.0000677873090544e+17,2.0001602629721165e+17,2.0003127002514205e+17,2.0005329532368006e+17,2.0008229202338947e+17,2.0011797037034726e+17,2.0015971339679446e+17,2.002067169843807e+17,2.002580991562059e+17,2.003129766243077e+17,2.0037051355787222e+17,2.0042994932727373e+17
0.5900000000000001,2e+17,2e+17,2.000000000006082e+17,2.0000000094965693e+17,2.0000004424038685e+17,2.0000046577782838e+17,2.0000227529752058e+17,2.0000710296152304e+17,2.0001669825153114e+17,2.000324371975134e+17,2.0005508794205674e+17,2.0008481106043126e+17,2.0012128374229347e+17,2.0016385754854666e+17,2.0021170127674198e+17,2.002639112515544e+17,2.0031958780773405e+17,2.0037788346383197e+17,2.0043802987378147e+17
0.5933333333333334,2e+17,2e+17,2.000000000007072e+17,2.0000000105371222e+17,2.000000478975366e+17,2.0000049670607974e+17,2.0000240157555206e+17,2.0000744163406637e+17,2.0001739619076195e+17,2.0003364416118832e+17,2.0005693509421395e+17,2.000873991505962e+17,2.001246796214826e+17,2.001680960774887e+17,2.0021678997890157e+17,2.002698358918696e+17,2.0032631784100982e+17,2.0038537683709946e+17,2.0044623699916224e+17
0.5966666666666667,2e+17,2e+17,2.0000000000082192e+17,2.0000000116879104e+17,2.0000005184426454e+17,2.000005295829545e+17,2.0000253444033133e+17,2.0000779533781696e+17,2.000181210217632e+17,2.0003489212105875e+17,2.0005883822873146e+17,2.000900579168324e+17,2.0012815973531946e+17,2.0017243075318285e+17,2.002219848514126e+17,2.0027587478925978e+17,2.003331683591377e+17,2.003929952160648e+17,2.0045457213306944e+17
0.6000000000000001,2e+17,2e+17,2.000000000009548e+17,2.0000000129601894e+17,2.0000005610241315e+17,2.0000056452396397e+17,2.0000267421085654e+17,2.0000816468350038e+17,2.00018873678884e+17,2.0003618231273802e+17,2.000607988254178e+17,2.000927890117081e+17,2.0013172583782717e+17,2.0017686336805043e+17,2.0022728767365184e+17,2.0028202967067357e+17,2.003401410082322e+17,2.0040074014686694e+17,2.004630367099551e+17
0.6033333333333334,2e+17,2e+17,2.0000000000110867e+17,2.0000000143663165e+17,2.00000060695383e+17,2.0000060165098512e+17,2.0000282122020758e+17,2.000085503039475e+17,2.000196551246295e+17,2.0003751600313645e+17,2.0006281839574595e+17,2.0009559411769488e+17,2.0013537970978867e+17,2.0018139573739363e+17,2.0023270024374736e+17,2.002883022777576e+17,2.0034723744532848e+17,2.004086131831711e+17,2.0047163216882934e+17
0.6066666666666667,2e+17,2e+17,2.0000000000128672e+17,2.0000000159198563e+17,2.0000006564823696e+17,2.0000064109258102e+17,2.000029758160953e+17,2.0000895285477107e+17,2.000204663503364e+17,2.0003889449104032e+17,2.000648984832874e+17,2.000984749474455e+17,2.0013912315888067e+17,2.0018602969940896e+17,2.002382243784974e+17,2.0029469436670566e+17,2.003544593381836e+17,2.004166158859394e+17,2.004803599530142e+17
0.61,2e+17,2e+17,2.0000000000149264e+17,2.0000000176356915e+17,2.000000709878104e+17,2.0000068298433523e+17,2.0000313836142826e+17,2.0000937301505773e+17,2.0002130837685808e+17,2.0004031910769424e+17,2.0006704066414368e+17,2.001014332440661e+17,2.001429580198e+17,2.0019076711519197e+17,2.0024386191328074e+17,2.003012077081e+17,2.0036180836507043e+17,2.00424749823195e+17,2.004892215098917e+17
0.6133333333333334,2e+17,2e+17,2.000000000017307e+17,2.000000019530147e+17,2.0000007674282877e+17,2.0000072746920106e+17,2.0000330923489795e+17,2.000098114880754e+17,2.0002218225525933e+17,2.0004179121738614e+17,2.0006924654737597e+17,2.0010447078138243e+17,2.0014688615438182e+17,2.00195609868733e+17,2.002496147019577e+17,2.0030784408674394e+17,2.003692862145635e+17,2.004330165697794e+17,2.0049821829064618e+17
0.6166666666666667,2e+17,2e+17,2.000000000020058e+17,2.0000000216211197e+17,2.0000008294403168e+17,2.000007746978663e+17,2.000034888315823e+17,2.00010269001996e+17,2.0002308906751994e+17,2.0004331221803514e+17,2.0007151777543194e+17,2.0010758936419955e+17,2.0015090945170938e+17,2.0020055986690378e+17,2.0025548461676256e+17,2.003146053014858e+17,2.003768945853175e+17,2.0044141770710298e+17,2.0050735175000064e+17
0.62,2e+17,2e+17,2.000000000023235e+17,2.000000023928228e+17,2.00000089624305e+17,2.0000082482913373e+17,2.000036775635682e+17,2.000107463106343e+17,2.0002402992724768e+17,2.000448835417817e+17,2.0007385602456925e+17,2.0011079082855514e+17,2.0015502982821526e+17,2.0020561903943475e+17,2.0026147354818627e+17,2.0032149316503453e+17,2.0038463518583798e+17,2.004499548228887e+17,2.0051662334594752e+17
0.6233333333333334,2e+17,2e+17,2.0000000000269024e+17,2.0000000264729648e+17,2.0000009681882064e+17,2.0000087803031798e+17,2.0000387586059344e+17,2.0001124419420202e+17,2.000250059804003e+17,2.0004650665557974e+17,2.0007626300527587e+17,2.0011407704196573e+17,2.0015924922777373e+17,2.0021078933888275e+17,2.0026758340484986e+17,2.003285095037661e+17,2.0039250973424384e+17,2.0045862951090922e+17,2.005260345394736e+17
0.6266666666666667,2e+17,2e+17,2.000000000031134e+17,2.0000000292788714e+17,2.0000010456518483e+17,2.0000093447765965e+17,2.0000408417070832e+17,2.00011763460078e+17,2.0002601840601584e+17,2.000481830617904e+17,2.0007874046268653e+17,2.0011744990366534e+17,2.0016356962178368e+17,2.0021607274058867e+17,2.0027381611336826e+17,2.003356561575214e+17,2.0040051995802214e+17,2.0046744337071664e+17,2.0053558679427898e+17
0.63,2e+17,2e+17,2.000000000036014e+17,2.0000000323717216e+17,2.000001129035951e+17,2.0000099435675686e+17,2.0000430296095728e+17,2.0001230494359434e+17,2.0002706841695194e+17,2.0004991429877718e+17,2.000812901769949e+17,2.0012091134483686e+17,2.0016799300924227e+17,2.002214712426254e+17,2.002801736182043e+17,2.003429349793948e+17,2.00408667593775e+17,2.0047639800736582e+17,2.0054528157649024e+17
0.6333333333333334,2e+17,2e+17,2.0000000000416397e+17,2.000000035779724e+17,2.0000012187700666e+17,2.000010578630151e+17,2.0000453271808134e+17,2.0001286950883798e+17,2.000281572606332e+17,2.000517019415022e+17,2.0008391396386147e+17,2.0012446332883488e+17,2.001725214168086e+17,2.0022698686573517e+17,2.0028665788151283e+17,2.0035034783551373e+17,2.0041695438695814e+17,2.0048549503113043e+17,2.0055512035436784e+17
0.6366666666666667,2e+17,2e+17,2.0000000000481213e+17,2.000000039533742e+17,2.0000013153130835e+17,2.0000112520211606e+17,2.0000477394924112e+17,2.0001345804946893e+17,2.0002928621980672e+17,2.0005354760212272e+17,2.0008661367481597e+17,2.0012810785140042e+17,2.0017715689885744e+17,2.0023262165325654e+17,2.0029327088297466e+17,2.0035789660480902e+17,2.004253820916114e+17,2.0049473605721206e+17,2.0056510459800742e+17
0.64,2e+17,2e+17,2.0000000000555853e+17,2.0000000436675286e+17,2.0000014191550922e+17,2.0000119659050573e+17,2.000050271827612e+17,2.0001407148955373e+17,2.000304566133053e+17,2.0005545293058826e+17,2.0008939119765494e+17,2.0013184694086685e+17,2.0018190153752243e+17,2.0023837767104077e+17,2.0030001461962022e+17,2.0036558317877603e+17,2.0043395247008115e+17,2.0050412270544253e+17,2.0057523577903562e+17
0.6433333333333334,2e+17,2e+17,2.0000000000641766e+17,2.0000000482179862e+17,2.000001530819356e+17,2.000012722559028e+17,2.000052929688964e+17,2.0001471078441546e+17,2.0003166979681853e+17,2.0005741961523725e+17,2.0009224845683318e+17,2.0013568265835648e+17,2.001867574427285e+17,2.0024425700735677e+17,2.0030689110564288e+17,2.003734094612259e+17,2.0044266729273434e+17,2.0051365659997888e+17,2.0058551537029968e+17
0.6466666666666667,2e+17,2e+17,2.000000000074061e+17,2.000000053225445e+17,2.000001650864396e+17,2.0000135243782778e+17,2.0000557188061965e+17,2.000153769214993e+17,2.0003292716367062e+17,2.000594493833932e+17,2.0009518741384906e+17,2.001396170979677e+17,2.0019172675221363e+17,2.0025026177278544e+17,2.0031390237220157e+17,2.003813773680278e+17,2.0045152833766426e+17,2.0052333936899136e+17,2.0059594484555126e+17
0.65,2e+17,2e+17,2.0000000000854275e+17,2.0000000587339658e+17,2.0000017798861978e+17,2.0000143738815376e+17,2.0000586451443267e+17,2.000160709212543e+17,2.0003423014560582e+17,2.0006154400196003e+17,2.0009821006762317e+17,2.001436523869523e+17,2.0019681163153878e+17,2.0025639410010224e+17,2.0032105046721286e+17,2.0038948882684128e+17,2.0046053739038787e+17,2.005331726443446e+17,2.006065256791245e+17
0.6533333333333333,2e+17,2e+17,2.0000000000984915e+17,2.000000064791667e+17,2.0000019185205398e+17,2.0000152737167898e+17,2.00006171491199e+17,2.000167938380308e+17,2.0003558021357987e+17,2.000637052780155e+17,2.001013184548699e+17,2.0014779068588218e+17,2.002020142740867e+17,2.0026265614414803e+17,2.0032833745513184e+17,2.003977457768387e+17,2.0046969624353482e+17,2.0054315806127126e+17,2.0061725934560826e+17
0.6566666666666667,2e+17,2e+17,2.0000000001135e+17,2.0000000714510797e+17,2.000002067445458e+17,2.0000162266672266e+17,2.0000649345700054e+17,2.000175467609937e+17,2.000369788785581e+17,2.000659350594031e+17,2.0010451465046144e+17,2.0015203418880576e+17,2.002073369010484e+17,2.0026905008168835e+17,2.0033576541672224e+17,2.0040615016841824e+17,2.0047900669652787e+17,2.0055329725803882e+17,2.0062814731951203e+17
0.66,2e+17,2e+17,2.0000000001307338e+17,2.0000000787695325e+17,2.0000022273838435e+17,2.0000172356574406e+17,2.000068310840171e+17,2.0001833081505165e+17,2.0003842769231946e+17,2.0006823523532144e+17,2.001078007677837e+17,2.00156385123393e+17,2.0021278176139766e+17,2.002755781112604e+17,2.0034333644881523e+17,2.0041470396290662e+17,2.0048847055525488e+17,2.0056359187560925e+17,2.0063919107492688e+17
0.6633333333333333,2e+17,2e+17,2.000000000150513e+17,2.0000000868095648e+17,2.0000023991061923e+17,2.0000183037598605e+17,2.000071850714299e+17,2.0001914716180144e+17,2.0003992824826576e+17,2.0007060773691072e+17,2.0011117895908387e+17,2.0016084575106893e+17,2.002183511318529e+17,2.002822424530078e+17,2.003510526640568e+17,2.0042340913225206e+17,2.004980896317323e+17,2.0057404355729146e+17,2.006503920851796e+17
0.6666666666666667,2e+17,2e+17,2.000000000173203e+17,2.000000095639378e+17,2.0000025834334998e+17,2.000019434201435e+17,2.000075561463493e+17,2.0001999700048832e+17,2.0004148218223638e+17,2.000730545378359e+17,2.0011465141580877e+17,2.0016541836713546e+17,2.0022404731682614e+17,2.0028904534850256e+17,2.0035891619064384e+17,2.0043226765870694e+17,2.0050786574375974e+17,2.0058465394838656e+17,2.0066175182248173e+17
0.67,2e+17,2e+17,2.0000000001992192e+17,2.0000001053333197e+17,2.0000027812403203e+17,2.000020630370575e+17,2.0000794506476666e+17,2.0002088156898122e+17,2.000430911733277e+17,2.000755776548658e+17,2.0011822036893405e+17,2.0017010530088067e+17,2.0022987264835885e+17,2.0029598906055478e+17,2.0036692917204842e+17,2.004412815345005e+17,2.0051780071456646e+17,2.0059542469582605e+17,2.0067327175757254e+17
0.6733333333333333,2e+17,2e+17,2.000000000229035e+17,2.0000001159724086e+17,2.0000029934579907e+17,2.000021895824361e+17,2.0000835261253088e+17,2.000218021447636e+17,2.000447569447164e+17,2.0007817914844803e+17,2.0012188808928326e+17,2.001749089156756e+17,2.0023582948604426e+17,2.0030307587300883e+17,2.0037509376673037e+17,2.0045045276150106e+17,2.0052789637244858e+17,2.0060635744780285e+17,2.0068495335935613e+17
0.6766666666666667,2e+17,2e+17,2.000000000263189e+17,2.0000001276449018e+17,2.000003221078032e+17,2.000023234296023e+17,2.0000877960635008e+17,2.000227600459387e+17,2.0004648126448717e+17,2.000808611232788e+17,2.001256568878363e+17,2.001798316090576e+17,2.0024192021693603e+17,2.0031030809052682e+17,2.00383412147838e+17,2.0045978335086806e+17,2.00538154550398e+17,2.0061745385339514e+17,2.0069679809453302e+17
0.68,2e+17,2e+17,2.000000000302293e+17,2.0000001404469043e+17,2.0000034651557312e+17,2.0000246497026982e+17,2.000092268948183e+17,2.0002375663225008e+17,2.0004826594646307e+17,2.0008362572886717e+17,2.0012952911602723e+17,2.0018487581280045e+17,2.0024814725544266e+17,2.003176880383583e+17,2.0039188650289664e+17,2.0046927532269373e+17,2.005485770857225e+17,2.00628715562183e+17,2.007088074272257e+17
0.6833333333333333,2e+17,2e+17,2.000000000347044e+17,2.0000001544830314e+17,2.000003726813916e+17,2.0000261461534803e+17,2.0000969535946784e+17,2.000247933061164e+17,2.0005011285103933e+17,2.000864751600933e+17,2.0013350716603027e+17,2.0019004399297027e+17,2.002545130432074e+17,2.0032521806209658e+17,2.004005190334852e+17,2.0047893070563408e+17,2.0055916581965693e+17,2.0064014422385818e+17,2.0072098281859885e+17
0.6866666666666668,2e+17,2e+17,2.000000000398231e+17,2.0000001698671194e+17,2.000004007246934e+17,2.0000277279577606e+17,2.00010185915847e+17,2.0002587151368035e+17,2.0005202388601888e+17,2.0008941165776006e+17,2.0013759347103392e+17,2.0019533864996717e+17,2.0026102004897382e+17,2.0033290052742106e+17,2.0040931195490016e+17,2.004887515365296e+17,2.005699225969659e+17,2.0065174148782624e+17,2.0073332572647357e+17
0.6900000000000001,2e+17,2e+17,2.0000000004567526e+17,2.0000001867229926e+17,2.0000043077248342e+17,2.000029399633875e+17,2.0001069951462406e+17,2.0002699274587168e+17,2.000540010074501e+17,2.0009243750913706e+17,2.0014179050550256e+17,2.002007623185519e+17,2.0026767076843597e+17,2.0034073781982573e+17,2.004182674958076e+17,2.004987398600152e+17,2.0058084926553738e+17,2.0066350900280208e+17,2.007458376049361e+17
0.6933333333333334,2e+17,2e+17,2.000000000523627e+17,2.0000002051852928e+17,2.0000046295977754e+17,2.0000311659180605e+17,2.000112371427171e+17,2.0002815853948384e+17,2.0005604622046534e+17,2.0009555504849712e+17,2.0014610078542464e+17,2.0020631756785754e+17,2.0027446772407328e+17,2.0034873234433322e+17,2.004273878978821e+17,2.0050889772811955e+17,2.0059194767596778e+17,2.0067544841639814e+17,2.0075851990394096e+17
0.6966666666666667,2e+17,2e+17,2.0000000006000093e+17,2.0000002254003677e+17,2.0000049743006595e+17,2.0000330317737322e+17,2.000117998244501e+17,2.0002937047826374e+17,2.0005816158012016e+17,2.0009876665764394e+17,2.0015052686854762e+17,2.0021200700138518e+17,2.0028141346497005e+17,2.0035688652519462e+17,2.004366754154335e+17,2.005192271998538e+17,2.0060321968113808e+17,2.0068756137470544e+17,2.007713740689086e+17
0.7000000000000001,2e+17,2e+17,2.0000000006872096e+17,2.0000002475272336e+17,2.000005343358005e+17,2.0000350024010858e+17,2.0001238862273565e+17,2.0003063019401472e+17,2.0006034919223245e+17,2.0010207476643075e+17,2.001550713545982e+17,2.0021783325698368e+17,2.0028851056661866e+17,2.003652028055745e+17,2.0044613231502054e+17,2.0052973034078925e+17,2.0061466713578106e+17,2.0069984952186778e+17,2.0078440154031734e+17
